time_s,est_x,est_y,est_z,gt_x,gt_y,gt_z,error_3d_m,rms_residual,n_meas
0.0534,1.518,0.1102,0.11,1.536,0.043,0.086,0.0736,0.0781,46
0.1534,1.5085,0.0997,0.1221,1.536,0.043,0.086,0.0727,0.0737,47
0.2534,1.5308,0.098,0.152,1.536,0.043,0.086,0.0861,0.0886,47
0.3534,1.5157,0.0879,0.1498,1.536,0.043,0.086,0.0806,0.0843,43
0.4534,1.5083,0.0872,0.1068,1.536,0.043,0.086,0.0562,0.098,48
0.5534,1.5071,0.0916,0.1426,1.536,0.043,0.086,0.08,0.0955,48
0.6534,1.4996,0.0974,0.1102,1.536,0.043,0.086,0.0698,0.0859,46
0.7534,1.5247,0.1067,0.1372,1.536,0.043,0.086,0.0825,0.0864,48
0.8534,1.5085,0.0951,0.076,1.536,0.043,0.086,0.0597,0.0901,48
0.9534,1.5068,0.0946,0.1427,1.536,0.043,0.086,0.082,0.0868,47
1.0534,1.5212,0.1027,0.1516,1.537,0.043,0.0925,0.0855,0.0897,46
1.1534,1.5052,0.0952,0.1478,1.5875,0.0165,0.154,0.1141,0.1007,48
1.2534,1.5238,0.0905,0.1433,1.63,-0.015,0.16,0.1507,0.0884,47
1.3534,1.5017,0.0818,0.0805,1.6175,-0.021,0.16,0.174,0.0927,48
1.4534,1.4952,0.0676,0.1385,1.573,-0.006,0.166,0.1106,0.0959,45
1.5534,1.4974,0.0845,0.1169,1.5315,0.0115,0.1865,0.1065,0.0882,48
1.6534,1.5149,0.105,0.1199,1.508,0.026,0.22,0.1277,0.0921,47
1.7534,1.5054,0.0684,0.1324,1.504,0.038,0.272,0.1429,0.0943,48
1.8534,1.5214,0.0962,0.134,1.51,0.048,0.345,0.2167,0.0906,46
1.9534,1.5155,0.1096,0.1154,1.515,0.054,0.43,0.3195,0.0891,43
2.0534,1.516,0.1037,0.128,1.516,0.058,0.532,0.4066,0.0826,47
2.1534,1.499,0.091,0.1571,1.514,0.059,0.652,0.4961,0.0909,45
2.2534,1.5205,0.1047,0.1171,1.512,0.059,0.78,0.6645,0.0919,47
2.3534,1.516,0.0859,0.0993,1.5105,0.059,0.917,0.8182,0.0967,48
2.4534,1.4814,0.0791,0.1068,1.507,0.059,1.0485,0.9422,0.1367,46
2.5534,1.5206,0.0944,0.0651,1.503,0.054,1.171,1.1068,0.0899,47
2.6534,1.5577,0.0463,0.2072,1.499,0.048,1.278,1.0725,0.0926,46
2.7534,1.6092,0.0477,0.1928,1.5,0.044,1.37,1.1822,0.0749,47
2.8534,1.6199,0.0226,0.2032,1.503,0.042,1.4455,1.248,0.0653,48
2.9534,1.634,0.0267,0.2386,1.507,0.04,1.5035,1.2713,0.0715,48
3.0534,1.6221,0.0216,0.2522,1.509,0.041,1.542,1.2949,0.0706,48
3.1534,1.6084,0.0438,0.2414,1.509,0.045,1.563,1.3253,0.0686,47
3.2534,1.6004,0.0366,0.294,1.5115,0.046,1.5735,1.2826,0.0705,46
3.3534,1.5765,0.0533,0.2621,1.513,0.045,1.576,1.3154,0.0816,48
3.4534,1.5368,0.039,0.2163,1.513,0.047,1.574,1.3579,0.0894,48
3.5534,1.4964,0.0728,0.1256,1.504,0.0375,1.5625,1.4374,0.0948,48
3.6534,1.49,0.0783,0.1024,1.489,-0.008,1.541,1.4412,0.0836,47
3.7534,1.5028,0.0949,0.1944,1.4745,-0.0955,1.5115,1.3311,0.0652,48
3.8534,1.499,0.09,0.3393,1.465,-0.2005,1.477,1.1747,0.0808,48
3.9534,1.4607,0.0838,0.2639,1.463,-0.309,1.4395,1.2395,0.0953,48
4.0534,1.4751,0.0934,0.2717,1.456,-0.409,1.402,1.2371,0.0648,47
4.1534,1.4536,0.0962,0.3365,1.437,-0.501,1.37,1.1937,0.0851,47
4.2534,1.481,0.0937,0.3579,1.411,-0.584,1.336,1.192,0.0651,47
4.3534,1.4937,0.1213,0.3797,1.377,-0.664,1.304,1.2185,0.0731,47
4.4534,1.4976,0.1063,0.4547,1.341,-0.746,1.2705,1.1902,0.0668,48
4.5534,1.4867,0.1295,0.4673,1.306,-0.826,1.239,1.2415,0.0674,46
4.6534,1.4964,0.1139,0.5281,1.268,-0.903,1.2105,1.2458,0.0601,48
4.7534,1.5001,0.0976,0.613,1.2225,-0.9735,1.181,1.2438,0.0564,46
4.8534,1.5129,0.1236,0.6251,1.1745,-1.042,1.156,1.3248,0.063,46
4.9534,1.5147,0.1134,0.7441,1.1235,-1.1085,1.13,1.3398,0.0567,48
5.0534,1.5002,0.0927,0.7987,1.069,-1.1695,1.1075,1.3692,0.0546,48
5.1534,1.4974,0.1031,0.861,1.009,-1.226,1.087,1.4339,0.0576,47
5.2534,1.5011,0.1068,0.9329,0.943,-1.2765,1.0675,1.4977,0.0584,48
5.3534,1.5045,0.1061,0.9818,0.8745,-1.317,1.0505,1.5579,0.0517,48
5.4534,1.5061,0.0802,1.075,0.807,-1.348,1.037,1.5906,0.0665,48
5.5534,1.5027,0.0942,1.1162,0.738,-1.376,1.022,1.6599,0.0542,48
5.6534,1.4994,0.0812,1.2101,0.668,-1.3985,1.012,1.7088,0.0553,48
5.7534,1.5089,0.0787,1.2861,0.596,-1.418,1.004,1.7757,0.0566,49
5.8534,1.4886,0.0708,1.3319,0.5235,-1.431,0.998,1.8162,0.0577,48
5.9534,1.4997,0.0722,1.3567,0.4485,-1.438,0.993,1.8756,0.0595,46
6.0534,1.4843,0.0791,1.4032,0.371,-1.439,0.992,1.9269,0.0669,48
6.1534,1.4791,0.0756,1.5019,0.292,-1.435,0.992,1.9877,0.0714,47
6.2534,1.4571,0.0401,1.5035,0.214,-1.425,0.994,1.9878,0.0777,47
6.3534,1.4772,0.0697,1.543,0.138,-1.41,0.999,2.0685,0.0691,47
6.4534,1.4896,0.0734,1.6003,0.064,-1.3915,1.005,2.129,0.0637,46
6.5534,1.4971,0.0615,1.6188,-0.0115,-1.366,1.011,2.1641,0.0657,48
6.6534,1.5028,0.0859,1.6403,-0.094,-1.3345,1.02,2.2253,0.0591,48
6.7534,1.5124,0.0886,1.6535,-0.177,-1.297,1.033,2.2714,0.0685,47
6.8534,1.5092,0.0815,1.7001,-0.2585,-1.255,1.0485,2.3099,0.058,48
6.9534,1.5181,0.0839,1.737,-0.341,-1.208,1.062,2.3624,0.0568,47
7.0534,1.4928,0.0867,1.7581,-0.4215,-1.1585,1.078,2.3828,0.0704,46
7.1534,1.498,0.08,1.7516,-0.502,-1.1045,1.0955,2.4152,0.0551,48
7.2534,1.4982,0.0765,1.7882,-0.583,-1.0475,1.116,2.4589,0.0569,48
7.3534,1.4946,0.0751,1.7774,-0.6605,-0.991,1.1405,2.4873,0.0621,48
7.4534,1.5,0.0756,1.775,-0.739,-0.925,1.166,2.5269,0.0595,49
7.5534,1.4896,0.0809,1.777,-0.818,-0.8515,1.1955,2.5559,0.0597,48
7.6534,1.5123,0.0853,1.7534,-0.8915,-0.782,1.223,2.6099,0.0674,48
7.7534,1.4908,0.0771,1.7947,-0.9565,-0.712,1.2505,2.6284,0.0609,48
7.8534,1.5107,0.0608,1.7709,-1.0165,-0.633,1.2785,2.6666,0.0629,48
7.9534,1.5129,0.0813,1.7664,-1.072,-0.55,1.307,2.7002,0.0537,47
8.0534,1.5087,0.0791,1.7749,-1.1235,-0.465,1.34,2.7228,0.0635,48
8.1534,1.5028,0.0801,1.7724,-1.174,-0.38,1.3745,2.745,0.0616,48
8.2534,1.4847,0.0681,1.7559,-1.2215,-0.301,1.406,2.7536,0.0635,48
8.3534,1.4825,0.0659,1.7319,-1.2675,-0.222,1.438,2.7806,0.0648,48
8.4534,1.4765,0.0198,1.718,-1.3115,-0.146,1.4715,2.8037,0.0667,48
8.5534,1.475,-0.0021,1.7161,-1.3545,-0.071,1.5055,2.8382,0.0593,48
8.6534,1.465,-0.0613,1.6686,-1.391,0.005,1.537,2.8598,0.0684,47
8.7534,1.468,-0.0819,1.6517,-1.424,0.082,1.568,2.8979,0.0644,47
8.8534,1.4697,-0.1318,1.6716,-1.455,0.1575,1.6005,2.9399,0.0636,48
8.9534,1.4479,-0.1788,1.6331,-1.478,0.227,1.635,2.9539,0.0726,49
9.0534,1.4533,-0.2219,1.6331,-1.493,0.2935,1.6675,2.9912,0.0662,46
9.1534,1.447,-0.2801,1.6164,-1.501,0.3585,1.698,3.0175,0.0782,48
9.2534,1.4293,-0.3212,1.6133,-1.503,0.4255,1.731,3.0281,0.0689,48
9.3534,1.4305,-0.3605,1.5718,-1.501,0.491,1.7605,3.0585,0.0779,48
9.4534,1.4232,-0.3975,1.5655,-1.4955,0.5495,1.786,3.0764,0.0741,48
9.5534,1.4137,-0.4378,1.5411,-1.49,0.6,1.812,3.0955,0.0736,48
9.6534,1.3989,-0.4685,1.5578,-1.484,0.6475,1.8395,3.1042,0.0775,48
9.7534,1.3833,-0.5212,1.4936,-1.484,0.689,1.864,3.1342,0.0738,49
9.8534,1.3879,-0.5655,1.4993,-1.484,0.728,1.89,3.1739,0.0687,48
9.9534,1.3874,-0.5982,1.4886,-1.479,0.763,1.9135,3.2015,0.0703,48
10.0534,1.3795,-0.6288,1.4826,-1.4585,0.7915,1.935,3.2056,0.0683,48
10.1534,1.3675,-0.6645,1.4286,-1.4165,0.8175,1.953,3.1972,0.0614,48
10.2534,1.3392,-0.6885,1.4006,-1.367,0.848,1.968,3.1633,0.0591,47
10.3534,1.3277,-0.7341,1.4059,-1.321,0.881,1.983,3.1555,0.0633,48
10.4534,1.2907,-0.7692,1.4072,-1.2755,0.903,1.9965,3.1191,0.0584,48
10.5534,1.2763,-0.8041,1.3957,-1.228,0.914,2.006,3.0977,0.0666,49
10.6534,1.2804,-0.8407,1.3653,-1.1775,0.92,2.016,3.0927,0.0631,48
10.7534,1.2755,-0.8506,1.3588,-1.1265,0.922,2.023,3.0583,0.06,48
10.8534,1.2419,-0.8766,1.3333,-1.0745,0.921,2.027,3.013,0.0591,46
10.9534,1.2342,-0.9245,1.3279,-1.018,0.913,2.028,2.9898,0.0639,47
11.0534,1.2121,-0.9479,1.3003,-0.957,0.898,2.029,2.94,0.0594,47
11.1534,1.1927,-0.9882,1.3103,-0.897,0.8845,2.029,2.8966,0.0525,48
11.2534,1.1758,-1.0116,1.2676,-0.8365,0.8665,2.025,2.8549,0.0578,48
