time_s,est_x,est_y,est_z,gt_x,gt_y,gt_z,error_3d_m,rms_residual,n_meas
0.0522,1.4021,0.051,0.2998,1.337,0.031,0.085,0.2253,0.0528,47
0.1522,1.411,0.0324,0.2985,1.337,0.031,0.085,0.2259,0.0473,46
0.2522,1.4122,0.035,0.3371,1.337,0.031,0.085,0.2631,0.0578,46
0.3522,1.4117,0.0317,0.2968,1.337,0.031,0.085,0.2246,0.0495,46
0.4522,1.4094,0.0512,0.2957,1.337,0.031,0.085,0.2237,0.0569,44
0.5522,1.4129,0.0388,0.2843,1.337,0.031,0.085,0.2134,0.0532,43
0.6522,1.3906,0.055,0.2933,1.337,0.031,0.085,0.2164,0.0452,47
0.7522,1.405,0.0474,0.2938,1.337,0.031,0.085,0.2202,0.0499,47
0.8522,1.4057,0.0381,0.292,1.337,0.031,0.085,0.2183,0.0516,48
0.9522,1.4042,0.0325,0.3327,1.337,0.031,0.085,0.2566,0.0462,46
1.0522,1.395,0.057,0.3124,1.337,0.031,0.085,0.2361,0.0385,47
1.1522,1.3879,0.0628,0.3006,1.337,0.031,0.085,0.2238,0.0507,47
1.2522,1.4046,0.0393,0.3277,1.337,0.031,0.085,0.2521,0.0601,45
1.3522,1.407,0.0502,0.2797,1.337,0.031,0.085,0.2077,0.0499,47
1.4522,1.399,0.043,0.2952,1.337,0.031,0.085,0.2195,0.0504,48
1.5522,1.4198,0.0333,0.2979,1.337,0.031,0.085,0.2284,0.0439,45
1.6522,1.4017,0.0413,0.303,1.337,0.031,0.085,0.2276,0.0572,42
1.7522,1.4197,0.0183,0.3308,1.337,0.031,0.085,0.2597,0.0645,44
1.8522,1.4153,0.0392,0.317,1.357,0.0215,0.14,0.1872,0.0581,46
1.9522,1.4046,0.0353,0.2904,1.412,-0.012,0.166,0.1333,0.0462,47
2.0522,1.4111,0.0412,0.3135,1.425,-0.037,0.164,0.1693,0.0595,47
2.1522,1.4027,0.0599,0.302,1.386,-0.032,0.162,0.1683,0.0481,47
2.2522,1.4068,0.0427,0.2929,1.333,-0.012,0.172,0.1519,0.05,49
2.3522,1.4016,0.0462,0.2994,1.306,-0.002,0.199,0.1468,0.0553,45
2.4522,1.389,0.0499,0.2874,1.3,0.008,0.242,0.1084,0.0483,47
2.5522,1.4129,0.0212,0.3161,1.304,0.025,0.305,0.1096,0.0611,45
2.6522,1.4216,0.0403,0.3269,1.31,0.0435,0.386,0.1263,0.0532,46
2.7522,1.3988,0.0381,0.2861,1.314,0.057,0.487,0.2189,0.044,47
2.8522,1.4129,0.027,0.2973,1.318,0.061,0.601,0.3199,0.0505,47
2.9522,1.4037,0.0459,0.2999,1.323,0.061,0.7285,0.4364,0.0456,48
3.0522,1.4086,0.0294,0.3182,1.326,0.058,0.859,0.5478,0.0568,45
3.1522,1.4037,0.0296,0.3382,1.329,0.051,0.991,0.6574,0.0552,48
3.2522,1.4061,0.0215,0.3015,1.331,0.043,1.12,0.8222,0.053,47
3.3522,1.4176,0.0258,0.3288,1.332,0.033,1.231,0.9063,0.0586,45
3.4522,1.4041,0.038,0.3194,1.334,0.029,1.3305,1.0135,0.0443,48
3.5522,1.4145,0.0328,0.3244,1.335,0.032,1.413,1.0915,0.0502,45
3.6522,1.4233,0.0459,0.3106,1.335,0.039,1.477,1.1698,0.0525,47
3.7522,1.4044,0.0375,0.3048,1.335,0.044,1.523,1.2202,0.0459,45
3.8522,1.4177,0.0317,0.3361,1.335,0.042,1.554,1.2208,0.0518,47
3.9522,1.4033,0.0347,0.3255,1.331,0.039,1.571,1.2476,0.0503,48
4.0522,1.2918,0.1299,0.1024,1.325,0.034,1.578,1.4791,0.1663,42
4.1522,1.3182,0.0891,0.0964,1.322,0.033,1.579,1.4837,0.0856,45
4.2522,1.4297,0.0556,0.2807,1.326,0.033,1.575,1.2987,0.0589,47
4.3522,1.4391,0.0266,0.2598,1.331,0.034,1.57,1.3147,0.0614,43
4.4522,1.4749,-0.0235,0.3697,1.331,0.0405,1.567,1.2076,0.0503,44
4.5522,1.4968,-0.0192,0.3453,1.3425,0.046,1.556,1.2222,0.0497,48
4.6522,1.4831,-0.0239,0.3535,1.4,0.0685,1.527,1.1801,0.0485,48
4.7522,1.4722,-0.0259,0.3527,1.4575,0.143,1.485,1.145,0.049,48
4.8522,1.4505,-0.0094,0.3631,1.486,0.268,1.438,1.1107,0.0506,47
4.9522,1.4349,-0.0024,0.3263,1.481,0.411,1.391,1.1431,0.0395,47
5.0522,1.3761,0.0135,0.2993,1.4535,0.5525,1.345,1.179,0.0595,46
5.1522,1.2916,0.0602,0.1061,1.417,0.681,1.301,1.3524,0.0915,45
5.2522,1.2475,0.0672,0.1524,1.375,0.8015,1.2585,1.3337,0.0929,46
5.3522,1.2327,0.0817,0.1366,1.326,0.919,1.219,1.3716,0.1036,48
5.4522,1.3035,0.0481,0.319,1.274,1.025,1.184,1.3052,0.0811,47
5.5522,1.3296,0.0298,0.3679,1.211,1.128,1.153,1.3552,0.0526,47
5.6522,1.2518,0.0861,0.1949,1.145,1.218,1.126,1.4696,0.0834,47
5.7522,1.3187,0.0727,0.4929,1.075,1.295,1.105,1.3885,0.0699,48
5.8522,1.3244,0.0533,0.3983,1.0,1.358,1.091,1.5123,0.0617,45
5.9522,1.3449,0.0442,0.5414,0.928,1.408,1.084,1.5258,0.0554,43
6.0522,1.3385,0.0601,0.5349,0.853,1.449,1.083,1.5701,0.0584,43
6.1522,1.3587,0.0804,0.6245,0.768,1.48,1.087,1.588,0.0553,47
6.2522,1.3487,0.0887,0.5613,0.674,1.4955,1.095,1.649,0.0591,46
6.3522,1.3234,0.0781,0.6472,0.578,1.497,1.104,1.6666,0.0533,47
6.4522,1.319,0.0637,0.7213,0.481,1.487,1.117,1.6984,0.0479,46
6.5522,1.2748,0.0857,0.7633,0.381,1.467,1.135,1.6867,0.067,47
6.6522,1.2793,0.0743,0.8096,0.281,1.4345,1.16,1.7232,0.0609,46
6.7522,1.2194,0.0825,0.7883,0.185,1.391,1.188,1.7152,0.1214,41
6.8522,1.3034,0.0834,1.0029,0.091,1.336,1.2165,1.7563,0.1205,42
6.9522,1.3979,0.0481,1.1121,-0.008,1.267,1.25,1.8658,0.0573,45
7.0522,1.414,0.052,1.1862,-0.121,1.178,1.291,1.9066,0.0526,47
7.1522,1.4421,0.0523,1.2438,-0.232,1.086,1.333,1.9695,0.0589,49
7.2522,1.4268,0.0425,1.3091,-0.341,0.989,1.377,2.0064,0.0514,45
7.3522,1.2132,-0.0294,0.99,-0.445,0.884,1.4195,1.9412,0.1932,44
7.4522,1.2098,-0.0281,1.0365,-0.54,0.78,1.4595,1.9732,0.1627,44
