time_s,est_x,est_y,est_z,gt_x,gt_y,gt_z,error_3d_m,rms_residual,n_meas
0.0536,1.5013,0.0744,0.3817,1.396,0.065,0.084,0.3159,0.0969,45
0.1536,1.4867,0.0719,0.2974,1.396,0.065,0.084,0.232,0.057,46
0.2536,1.4882,0.0647,0.325,1.396,0.065,0.084,0.258,0.0568,45
0.3536,1.4981,0.0705,0.3254,1.396,0.065,0.084,0.2622,0.0474,45
0.4536,1.4972,0.0602,0.3461,1.396,0.065,0.084,0.281,0.0629,45
0.5536,1.4886,0.0722,0.324,1.396,0.065,0.084,0.2574,0.0629,47
0.6536,1.4955,0.0557,0.3057,1.396,0.065,0.084,0.2432,0.0596,46
0.7536,1.5223,0.0615,0.3053,1.396,0.065,0.084,0.2548,0.0651,47
0.8536,1.4969,0.0684,0.3073,1.396,0.065,0.084,0.245,0.0459,48
0.9536,1.4996,0.0448,0.3531,1.396,0.065,0.084,0.289,0.0592,48
1.0536,1.4888,0.0787,0.3006,1.396,0.065,0.084,0.2361,0.0478,46
1.1536,1.4725,0.0792,0.3065,1.396,0.065,0.084,0.2357,0.0552,48
1.2536,1.4889,0.0468,0.3319,1.396,0.065,0.084,0.2654,0.0542,47
1.3536,1.4974,0.0652,0.325,1.396,0.065,0.084,0.2615,0.051,45
1.4536,1.4912,0.0627,0.3133,1.396,0.065,0.084,0.2482,0.0537,47
1.5536,1.4909,0.0657,0.306,1.396,0.065,0.084,0.2414,0.0623,48
1.6536,1.4967,0.0753,0.3432,1.396,0.065,0.084,0.2783,0.0536,47
1.7536,1.502,0.0706,0.2971,1.396,0.065,0.084,0.238,0.0551,46
1.8536,1.47,0.0806,0.302,1.396,0.065,0.084,0.2308,0.0492,48
1.9536,1.4992,0.0493,0.3304,1.396,0.065,0.084,0.2675,0.0562,46
2.0536,1.4763,0.054,0.3032,1.396,0.065,0.084,0.2337,0.0492,46
2.1536,1.4934,0.0582,0.3413,1.396,0.065,0.084,0.2752,0.0517,45
2.2536,1.4838,0.0848,0.3446,1.396,0.065,0.084,0.2757,0.0574,47
2.3536,1.5009,0.0597,0.3378,1.396,0.065,0.084,0.2747,0.0534,46
2.4536,1.4962,0.0597,0.3154,1.396,0.065,0.085,0.2513,0.0509,43
2.5536,1.4835,0.064,0.3208,1.4125,0.062,0.1245,0.2088,0.0506,48
2.6536,1.5089,0.0565,0.3365,1.451,0.047,0.159,0.1869,0.0501,47
2.7536,1.4924,0.0753,0.3031,1.48,0.029,0.163,0.1481,0.0432,47
2.8536,1.5072,0.0736,0.3477,1.486,0.018,0.165,0.1921,0.0531,44
2.9536,1.4892,0.0493,0.3345,1.471,0.015,0.163,0.1759,0.066,45
3.0536,1.4946,0.0641,0.3228,1.44,0.021,0.164,0.1734,0.0574,47
3.1536,1.4694,0.0626,0.3095,1.406,0.032,0.169,0.1571,0.0553,43
3.2536,1.4979,0.0679,0.2993,1.378,0.041,0.181,0.1706,0.0467,47
3.3536,1.4925,0.0683,0.3517,1.36,0.047,0.2025,0.2007,0.0601,48
3.4536,1.4967,0.0377,0.3353,1.349,0.051,0.23,0.1819,0.056,47
3.5536,1.4922,0.0636,0.3595,1.347,0.054,0.267,0.1724,0.0561,43
3.6536,1.4853,0.0567,0.28,1.348,0.06,0.31,0.1406,0.0493,47
3.7536,1.444,0.0631,0.3315,1.3495,0.066,0.3685,0.1015,0.1089,46
3.8536,1.3788,0.1354,0.1427,1.35,0.071,0.4325,0.2983,0.0905,46
3.9536,1.4593,0.1202,0.2651,1.349,0.074,0.506,0.269,0.0708,47
4.0536,1.5375,0.0595,0.3582,1.348,0.078,0.587,0.2977,0.045,47
4.1536,1.5391,0.0297,0.3201,1.35,0.08,0.675,0.4052,0.0496,48
4.2536,1.554,0.0193,0.3499,1.354,0.08,0.767,0.4666,0.0545,48
4.3536,1.5481,0.0033,0.3489,1.359,0.08,0.862,0.5522,0.0508,47
4.4536,1.5463,0.0174,0.3471,1.363,0.079,0.954,0.6369,0.0485,48
4.5536,1.52,0.021,0.3429,1.368,0.08,1.042,0.7179,0.0476,47
4.6536,1.4854,0.0282,0.308,1.3725,0.082,1.128,0.8295,0.0532,48
4.7536,1.4611,0.0512,0.2752,1.376,0.086,1.204,0.9334,0.0529,44
4.8536,1.4018,0.0993,0.2048,1.378,0.0905,1.2715,1.067,0.0828,44
4.9536,1.3494,0.0811,0.2313,1.379,0.091,1.335,1.1042,0.0881,45
5.0536,1.3363,0.1041,0.1925,1.377,0.088,1.391,1.1993,0.0725,47
5.1536,1.3672,0.0977,0.2892,1.377,0.083,1.439,1.1499,0.0713,45
5.2536,1.4007,0.0545,0.3858,1.378,0.081,1.477,1.0918,0.0405,43
5.3536,1.3407,0.1131,0.2113,1.38,0.08,1.5075,1.2972,0.0817,46
5.4536,1.3576,0.112,0.3595,1.383,0.08,1.531,1.1722,0.0624,47
5.5536,1.3867,0.0656,0.4144,1.385,0.08,1.549,1.1347,0.0494,47
5.6536,1.381,0.1227,0.4324,1.386,0.078,1.562,1.1305,0.0664,48
5.7536,1.3887,0.1001,0.4498,1.39,0.076,1.568,1.1184,0.0643,48
5.8536,1.4073,0.0942,0.6146,1.392,0.071,1.572,0.9578,0.0575,47
5.9536,1.3971,0.0918,0.6305,1.393,0.067,1.57,0.9398,0.0538,48
6.0536,1.3781,0.0796,0.7611,1.394,0.063,1.568,0.8073,0.0472,48
6.1536,1.3614,0.0825,0.7683,1.393,0.063,1.562,0.7946,0.0581,47
6.2536,1.35,0.0969,0.8321,1.389,0.065,1.558,0.7276,0.055,47
6.3536,1.3085,0.0803,0.863,1.385,0.065,1.554,0.6954,0.0576,45
6.4536,1.3011,0.0798,0.897,1.383,0.066,1.553,0.6613,0.103,46
6.5536,1.2531,0.022,0.6549,1.384,0.068,1.552,0.9078,0.1668,41
6.6536,1.4093,0.0365,1.0491,1.385,0.071,1.55,0.5027,0.1096,45
6.7536,1.4838,0.0649,1.2413,1.385,0.071,1.548,0.3223,0.0542,47
6.8536,1.4795,0.0499,1.318,1.385,0.067,1.545,0.2465,0.057,45
6.9536,1.4605,0.0733,1.3902,1.382,0.065,1.542,0.1711,0.0464,47
7.0536,1.3393,0.0378,1.2765,1.378,0.065,1.541,0.2687,0.0927,42
7.1536,1.223,0.0462,1.1403,1.375,0.067,1.539,0.4272,0.1269,42
7.2536,1.2018,-0.0483,1.0264,1.373,0.07,1.538,0.5522,0.1558,48
7.3536,1.3055,-0.0222,1.2035,1.371,0.072,1.537,0.3527,0.144,47
7.4536,1.3781,0.0598,1.4558,1.372,0.071,1.536,0.0812,0.164,38
7.5536,1.4547,0.1132,1.6054,1.374,0.068,1.533,0.1175,0.1303,41
7.6536,1.2819,0.0587,1.2627,1.377,0.064,1.532,0.2857,0.1992,39
7.7536,1.4112,0.1716,1.5459,1.381,0.059,1.531,0.1176,0.1547,42
7.8536,1.4548,0.0621,1.7618,1.3845,0.057,1.529,0.2432,0.1188,36
7.9536,1.2933,0.0218,1.3724,1.388,0.056,1.528,0.1853,0.1896,44
8.0536,1.3963,0.1147,1.7667,1.39,0.058,1.527,0.2464,0.1087,43
8.1536,1.2774,-0.0116,1.4216,1.391,0.059,1.526,0.1697,0.1805,44
8.2536,1.2615,0.0065,1.5128,1.391,0.061,1.524,0.1409,0.1797,40
8.3536,1.2423,0.0029,1.4573,1.39,0.063,1.522,0.1721,0.1871,42
8.4536,1.2012,-0.0164,1.3861,1.388,0.0645,1.521,0.2442,0.1648,46
8.5536,1.2214,0.0238,1.4977,1.384,0.065,1.52,0.1692,0.167,43
8.6536,1.2376,-0.0164,1.4752,1.38,0.065,1.518,0.1696,0.1711,45
8.7536,1.195,-0.0326,1.403,1.386,0.057,1.509,0.2361,0.1625,47
8.8536,1.208,-0.0229,1.3933,1.409,0.029,1.496,0.2316,0.1558,47
8.9536,1.2149,-0.0039,1.4479,1.438,-0.019,1.481,0.2261,0.1592,43
9.0536,1.2233,-0.0312,1.4306,1.462,-0.084,1.464,0.2467,0.1761,44
9.1536,1.2448,-0.0274,1.4993,1.476,-0.1505,1.446,0.2673,0.1757,44
9.2536,1.2349,-0.0346,1.4182,1.48,-0.216,1.425,0.305,0.1706,44
9.3536,1.2225,0.0226,1.4821,1.477,-0.279,1.405,0.4021,0.1563,43
9.4536,1.2306,-0.0441,1.4484,1.47,-0.342,1.3845,0.3875,0.1908,46
9.5536,1.2982,0.062,1.7075,1.46,-0.406,1.364,0.6027,0.1598,43
9.6536,1.281,0.0193,1.6004,1.449,-0.466,1.346,0.5731,0.1592,43
9.7536,1.2661,0.0512,1.6482,1.434,-0.521,1.325,0.6783,0.1407,41
9.8536,1.2777,0.056,1.6579,1.414,-0.5775,1.3055,0.7376,0.1473,42
9.9536,1.2808,0.0363,1.6353,1.3925,-0.6295,1.2885,0.759,0.169,42
10.0536,1.2048,-0.0206,1.3402,1.367,-0.681,1.267,0.684,0.1643,47
10.1536,1.2396,-0.005,1.4446,1.342,-0.728,1.2485,0.7561,0.1696,46
10.2536,1.2019,-0.0603,1.3344,1.315,-0.772,1.23,0.7281,0.1717,47
10.3536,1.2762,0.0103,1.5693,1.286,-0.819,1.213,0.9027,0.1707,43
10.4536,1.2373,-0.0144,1.4619,1.2585,-0.8615,1.1975,0.8876,0.1777,44
10.5536,1.2618,-0.0182,1.4842,1.228,-0.907,1.18,0.94,0.1958,47
10.6536,1.2312,-0.0159,1.473,1.198,-0.955,1.161,0.9901,0.1689,46
10.7536,1.1958,-0.0438,1.4074,1.1685,-1.0035,1.145,0.9953,0.1666,46
10.8536,1.1813,-0.0295,1.362,1.14,-1.052,1.129,1.0495,0.1687,45
10.9536,1.1733,-0.0441,1.3196,1.111,-1.098,1.115,1.0754,0.1749,47
11.0536,1.2106,-0.0203,1.4123,1.079,-1.1375,1.1,1.1675,0.1701,46
11.1536,1.1921,-0.0408,1.2891,1.044,-1.172,1.086,1.1588,0.1776,47
11.2536,1.1992,-0.0362,1.3765,1.006,-1.205,1.073,1.2229,0.1795,45
11.3536,1.1787,0.0209,1.4133,0.969,-1.235,1.062,1.3209,0.1558,43
11.4536,1.2718,0.0174,1.5815,0.933,-1.264,1.051,1.4276,0.1551,43
11.5536,1.2504,0.0042,1.4682,0.895,-1.2905,1.0395,1.4093,0.1929,42
11.6536,1.2418,-0.0572,1.4307,0.8555,-1.3145,1.03,1.375,0.1769,44
11.7536,1.2325,-0.0298,1.3933,0.813,-1.339,1.02,1.4246,0.1921,45
11.8536,1.3665,0.0641,1.8006,0.7685,-1.361,1.013,1.7346,0.0982,44
11.9536,1.3,0.0306,1.6294,0.729,-1.3775,1.007,1.6421,0.1584,40
12.0536,1.2606,0.0014,1.4864,0.6895,-1.392,1.004,1.5813,0.186,44
12.1536,1.3164,0.016,1.6131,0.6475,-1.403,0.9995,1.6845,0.1728,46
12.2536,1.3567,0.0312,1.7305,0.5985,-1.409,0.995,1.786,0.148,44
12.3536,1.2657,-0.004,1.4995,0.553,-1.41,0.99,1.6567,0.1595,45
12.4536,1.197,-0.0626,1.3371,0.504,-1.411,0.987,1.556,0.1797,47
12.5536,1.1761,-0.0348,1.2857,0.453,-1.413,0.983,1.5855,0.1764,43
12.6536,1.3164,0.0118,1.5784,0.406,-1.419,0.984,1.797,0.1821,43
12.7536,1.354,0.0403,1.7002,0.358,-1.425,0.985,1.9106,0.1549,45
12.8536,1.2309,-0.0337,1.3864,0.309,-1.431,0.986,1.7213,0.1817,45
12.9536,1.1911,-0.0548,1.3492,0.259,-1.433,0.986,1.703,0.1798,47
13.0536,1.1953,-0.0782,1.3238,0.204,-1.4275,0.989,1.7074,0.1895,48
13.1536,1.1652,-0.0394,1.1904,0.1495,-1.417,0.991,1.7231,0.1864,42
13.2536,1.426,0.0331,1.7541,0.098,-1.404,0.997,2.0981,0.1844,43
13.3536,1.5268,0.0254,1.9559,0.045,-1.389,1.003,2.2593,0.0519,45
13.4536,1.4407,-0.0569,1.6416,-0.007,-1.374,1.008,2.0572,0.2113,41
13.5536,1.5637,-0.0343,1.8924,-0.057,-1.357,1.014,2.2689,0.0779,43
13.6536,1.5933,-0.1047,1.8983,-0.11,-1.336,1.019,2.2783,0.0875,43
13.7536,1.5685,-0.1675,1.8151,-0.163,-1.313,1.0255,2.2212,0.0857,44
13.8536,1.5731,-0.1995,1.8375,-0.2155,-1.2865,1.035,2.2416,0.08,46
13.9536,1.5122,-0.2387,1.7914,-0.2675,-1.2555,1.043,2.182,0.1889,44
14.0536,1.2627,-0.4716,0.9437,-0.318,-1.223,1.051,1.7535,0.2785,45
14.1536,1.2402,-0.4816,0.9987,-0.3675,-1.1875,1.06,1.7569,0.2851,44
14.2536,1.2976,-0.4828,1.2097,-0.416,-1.152,1.071,1.8448,0.2668,45
14.3536,1.183,-0.5981,0.8986,-0.4645,-1.1145,1.084,1.7364,0.2819,46
14.4536,1.2071,-0.5213,1.1768,-0.511,-1.08,1.095,1.8085,0.2597,41
14.5536,1.2958,-0.5205,1.4014,-0.555,-1.049,1.106,1.9473,0.1932,39
14.6536,1.3934,-0.5561,1.5968,-0.5975,-1.018,1.1175,2.0992,0.1603,40
14.7536,1.3595,-0.6501,1.4017,-0.6395,-0.9855,1.129,2.0452,0.1749,42
14.8536,1.401,-0.6736,1.5095,-0.682,-0.953,1.144,2.1332,0.1314,43
14.9536,1.2781,-0.6898,1.2932,-0.7215,-0.9205,1.1575,2.0175,0.1797,38
15.0536,1.4137,-0.7032,1.626,-0.7645,-0.886,1.172,2.2325,0.0915,42
15.1536,1.3822,-0.7652,1.4365,-0.8065,-0.85,1.186,2.2047,0.1443,40
15.2536,1.4026,-0.7684,1.5465,-0.847,-0.813,1.2,2.2766,0.1431,41
15.3536,1.3822,-0.8184,1.4872,-0.8875,-0.7725,1.2145,2.2865,0.1088,42
15.4536,1.3099,-0.8426,1.403,-0.927,-0.731,1.231,2.2463,0.117,41
15.5536,1.3549,-0.8412,1.5,-0.966,-0.688,1.248,2.3396,0.125,41
15.6536,1.338,-0.8914,1.4687,-1.0005,-0.65,1.266,2.3597,0.13,42
15.7536,1.2058,-0.8727,1.2727,-1.0355,-0.6115,1.2835,2.2565,0.1497,38
15.8536,1.2176,-0.9792,1.1741,-1.071,-0.57,1.3,2.3283,0.1361,41
15.9536,1.1852,-1.0364,1.1847,-1.108,-0.522,1.318,2.3539,0.1331,45
16.0536,1.2182,-1.0481,1.3318,-1.143,-0.4735,1.338,2.4302,0.1133,42
16.1536,1.1385,-1.0832,1.253,-1.181,-0.415,1.3595,2.4162,0.1136,44
16.2536,1.0961,-1.1159,1.1548,-1.212,-0.363,1.381,2.4383,0.1235,45
16.3536,1.1018,-1.1393,1.2213,-1.2425,-0.31,1.4,2.493,0.1163,44
16.4536,1.0891,-1.1617,1.254,-1.271,-0.258,1.42,2.5327,0.1209,43
16.5536,1.0614,-1.2232,1.2061,-1.2945,-0.2105,1.439,2.5749,0.1218,42
16.6536,1.0778,-1.2118,1.3502,-1.318,-0.1635,1.457,2.6173,0.1066,40
16.7536,1.0381,-1.2017,1.2712,-1.341,-0.1165,1.475,2.6228,0.1011,40
16.8536,0.9866,-1.2503,1.1886,-1.364,-0.071,1.494,2.6475,0.115,41
16.9536,0.9832,-1.2878,1.2228,-1.387,-0.025,1.514,2.7014,0.1144,44
17.0536,0.9663,-1.2615,1.2397,-1.41,0.021,1.533,2.7162,0.1044,43
17.1536,0.9525,-1.3115,1.1813,-1.433,0.068,1.552,2.7805,0.1324,43
17.2536,0.9159,-1.3108,1.1556,-1.455,0.1125,1.5715,2.7964,0.107,42
17.3536,0.9037,-1.3196,1.1894,-1.474,0.153,1.59,2.8253,0.1249,42
17.4536,0.8342,-1.3729,0.893,-1.49,0.193,1.609,2.8925,0.1409,41
17.5536,0.8156,-1.43,0.9758,-1.505,0.232,1.628,2.928,0.1487,45
17.6536,0.8462,-1.3755,1.2111,-1.5155,0.2725,1.6465,2.9126,0.1459,44
17.7536,0.7475,-1.4544,0.9292,-1.525,0.3165,1.667,2.974,0.1296,48
17.8536,0.6959,-1.483,0.9722,-1.533,0.3675,1.687,2.9838,0.1387,48
17.9536,0.6685,-1.4692,0.9518,-1.54,0.416,1.708,3.0005,0.1308,47
18.0536,0.6353,-1.5114,0.9526,-1.545,0.464,1.728,3.0426,0.1511,47
18.1536,0.5823,-1.49,0.9598,-1.548,0.509,1.748,3.0258,0.1354,47
18.2536,0.5822,-1.4837,1.0594,-1.546,0.548,1.768,3.0264,0.1317,45
