time_s,est_x,est_y,est_z,gt_x,gt_y,gt_z,error_3d_m,rms_residual,n_meas
0.0527,1.2541,-0.0155,0.164,1.276,0.022,0.085,0.0902,0.0554,48
0.1527,1.2581,-0.0132,0.1725,1.276,0.022,0.085,0.0959,0.0531,48
0.2527,1.2637,0.009,0.1199,1.276,0.022,0.085,0.0392,0.0558,48
0.3527,1.2523,-0.0067,0.1357,1.276,0.022,0.085,0.0629,0.0635,46
0.4527,1.2676,-0.015,0.1579,1.276,0.022,0.085,0.0821,0.055,48
0.5527,1.2559,-0.0004,0.1729,1.276,0.022,0.085,0.093,0.0546,48
0.6527,1.2422,-0.0004,0.1428,1.2895,0.019,0.1235,0.0546,0.0495,48
0.7527,1.2587,-0.004,0.122,1.3445,-0.0075,0.156,0.0924,0.0602,48
0.8527,1.2526,0.013,0.1748,1.365,-0.032,0.16,0.122,0.0517,48
0.9527,1.2517,0.0001,0.1319,1.3325,-0.0285,0.164,0.0915,0.0391,46
1.0527,1.27,-0.0118,0.1683,1.289,-0.005,0.176,0.0216,0.0448,47
1.1527,1.259,-0.0095,0.1212,1.2535,0.0135,0.1995,0.0818,0.0562,48
1.2527,1.2542,-0.0027,0.1634,1.235,0.025,0.24,0.0837,0.0683,47
1.3527,1.2538,-0.0067,0.1345,1.2345,0.031,0.3025,0.1733,0.0585,48
1.4527,1.2545,0.0362,0.1551,1.237,0.037,0.385,0.2306,0.0647,47
1.5527,1.2444,0.0412,0.0717,1.243,0.037,0.488,0.4163,0.0615,48
1.6527,1.3029,0.0034,0.1819,1.252,0.032,0.606,0.4281,0.0588,46
1.7527,1.3173,-0.0164,0.2634,1.259,0.025,0.7395,0.4814,0.0518,48
1.8527,1.3396,-0.0272,0.2516,1.264,0.022,0.866,0.621,0.0521,44
1.9527,1.3344,-0.0429,0.296,1.267,0.024,0.992,0.7025,0.0483,47
2.0527,1.3631,-0.0535,0.2637,1.27,0.027,1.125,0.87,0.0564,47
2.1527,1.3182,-0.0458,0.2341,1.273,0.027,1.24,1.0095,0.0406,49
2.2527,1.301,-0.0416,0.2506,1.272,0.027,1.347,1.0989,0.0465,47
2.3527,1.2989,-0.0222,0.2723,1.2755,0.0235,1.4295,1.1583,0.0426,48
2.4527,1.2862,0.0185,0.22,1.278,0.023,1.4895,1.2696,0.0527,48
2.5527,1.2397,0.0153,0.1687,1.274,0.029,1.533,1.3648,0.0611,47
2.6527,1.2025,0.0382,0.1401,1.268,0.031,1.558,1.4195,0.0578,47
2.7527,1.1854,0.0399,0.1778,1.263,0.029,1.5725,1.3969,0.0486,46
2.8527,1.1928,0.0336,0.2565,1.261,0.022,1.578,1.3233,0.0518,48
2.9527,1.2012,0.0314,0.2847,1.258,0.025,1.575,1.2916,0.0527,46
3.0527,1.1976,0.0686,0.2308,1.258,0.028,1.574,1.3451,0.0462,47
3.1527,1.2029,0.0314,0.3195,1.261,0.031,1.571,1.2529,0.0564,47
3.2527,1.2038,0.0507,0.2986,1.262,0.033,1.566,1.2689,0.0464,46
3.3527,1.2155,0.0451,0.4208,1.263,0.031,1.564,1.1443,0.0507,46
3.4527,1.2042,0.0452,0.4717,1.262,0.027,1.561,1.091,0.0462,45
3.5527,1.1948,0.0379,0.541,1.256,0.03,1.556,1.0169,0.0465,48
3.6527,1.2118,0.05,0.5673,1.253,0.035,1.551,0.9847,0.0437,47
3.7527,1.2344,0.0352,0.6655,1.256,0.036,1.548,0.8828,0.0521,48
3.8527,1.2313,0.0223,0.6923,1.262,0.034,1.546,0.8543,0.0402,46
3.9527,1.2354,0.0341,0.7653,1.263,0.031,1.542,0.7772,0.0475,48
4.0527,1.2573,0.0296,0.8583,1.257,0.033,1.5395,0.6812,0.0471,48
4.1527,1.2514,0.0212,0.9202,1.247,0.067,1.537,0.6185,0.0437,48
4.2527,1.251,0.0197,0.9625,1.234,0.139,1.533,0.5831,0.0526,48
4.3527,1.2533,0.0244,1.0411,1.2195,0.233,1.531,0.5335,0.0537,48
4.4527,1.2575,0.0242,1.0776,1.203,0.33,1.529,0.5479,0.0547,47
4.5527,1.2658,0.0199,1.1652,1.1805,0.419,1.526,0.5448,0.0581,48
4.6527,1.2717,0.0189,1.1836,1.146,0.505,1.523,0.6061,0.052,48
4.7527,1.2628,0.0158,1.3062,1.1015,0.587,1.519,0.6306,0.053,48
4.8527,1.2592,0.0155,1.2981,1.0525,0.669,1.518,0.7198,0.0588,48
4.9527,1.2664,0.0177,1.3305,0.9995,0.7435,1.518,0.7958,0.0579,48
5.0527,1.2817,0.0155,1.3693,0.9465,0.811,1.517,0.8758,0.056,48
5.1527,1.2876,0.0057,1.467,0.89,0.8725,1.516,0.9549,0.0598,48
5.2527,1.2615,0.014,1.4822,0.825,0.935,1.515,1.0197,0.0539,46
5.3527,1.2742,0.026,1.5308,0.756,0.994,1.515,1.0981,0.0608,49
5.4527,1.2726,0.0106,1.5549,0.6835,1.0515,1.517,1.1966,0.0549,48
5.5527,1.2659,0.0072,1.5719,0.6095,1.0985,1.515,1.2748,0.0496,48
5.6527,1.2792,0.0079,1.6501,0.531,1.141,1.513,1.3647,0.0501,48
5.7527,1.291,0.0177,1.6402,0.45,1.1775,1.512,1.4383,0.0558,46
5.8527,1.3102,0.0185,1.6951,0.368,1.201,1.51,1.5232,0.0556,47
5.9527,1.2909,0.0232,1.6949,0.282,1.22,1.509,1.5763,0.049,48
6.0527,1.3089,0.0171,1.7861,0.193,1.236,1.508,1.6758,0.0555,48
6.1527,1.2877,0.0326,1.779,0.104,1.248,1.508,1.7181,0.0454,49
6.2527,1.2938,0.0296,1.7833,0.011,1.249,1.506,1.7914,0.0494,48
6.3527,1.2974,0.0168,1.7782,-0.084,1.242,1.506,1.8664,0.0541,48
6.4527,1.2959,0.0214,1.8031,-0.1715,1.2325,1.506,1.9257,0.0581,46
6.5527,1.3017,0.0194,1.806,-0.256,1.218,1.506,1.9882,0.055,48
6.6527,1.2974,0.0169,1.8005,-0.3705,1.1875,1.506,2.0589,0.049,48
6.7527,1.3016,0.0078,1.7976,-0.461,1.159,1.506,2.1253,0.0504,47
6.8527,1.2803,0.0138,1.7841,-0.542,1.125,1.506,2.1524,0.0491,47
6.9527,1.2835,0.0193,1.8009,-0.618,1.085,1.507,2.1995,0.0485,47
7.0527,1.294,0.0147,1.7838,-0.693,1.041,1.504,2.2538,0.0598,47
7.1527,1.2817,0.0292,1.8143,-0.771,0.996,1.504,2.2901,0.0459,47
7.2527,1.3041,0.0224,1.8029,-0.8415,0.9415,1.506,2.353,0.0533,48
7.3527,1.2813,0.0222,1.8009,-0.9075,0.8735,1.506,2.367,0.0497,48
7.4527,1.285,0.0314,1.7756,-0.9655,0.8015,1.504,2.394,0.0499,48
7.5527,1.2875,0.0287,1.8061,-1.0225,0.73,1.504,2.433,0.0596,48
7.6527,1.2905,0.0223,1.7862,-1.0785,0.6605,1.503,2.4698,0.0654,48
7.7527,1.2982,0.0139,1.7798,-1.128,0.586,1.503,2.508,0.058,49
7.8527,1.2949,0.0266,1.7799,-1.1685,0.501,1.504,2.5238,0.0572,48
7.9527,1.2977,0.0242,1.7828,-1.2005,0.4145,1.504,2.5438,0.0496,48
8.0527,1.2846,0.0147,1.8034,-1.23,0.336,1.503,2.5528,0.0515,47
8.1527,1.2959,0.0204,1.7911,-1.2535,0.2615,1.503,2.5769,0.0474,46
8.2527,1.296,0.0174,1.7682,-1.269,0.183,1.502,2.5841,0.057,47
8.3527,1.2736,0.0263,1.7468,-1.278,0.099,1.503,2.5642,0.0498,47
8.4527,1.2839,0.0354,1.7931,-1.279,0.008,1.5035,2.5794,0.0434,48
8.5527,1.2796,0.027,1.795,-1.272,-0.084,1.505,2.5704,0.0555,49
8.6527,1.2711,0.0344,1.7619,-1.263,-0.187,1.506,2.5566,0.0511,48
8.7527,1.2798,0.0267,1.756,-1.253,-0.279,1.505,2.5635,0.0563,48
8.8527,1.2789,0.0266,1.7657,-1.2335,-0.367,1.505,2.5564,0.0543,48
8.9527,1.2715,0.0351,1.7569,-1.205,-0.456,1.505,2.5372,0.0489,47
9.0527,1.283,0.0249,1.7548,-1.17,-0.5435,1.503,2.5305,0.0542,48
9.1527,1.3041,0.0178,1.7546,-1.1255,-0.6255,1.501,2.5261,0.0523,48
9.2527,1.2845,0.0242,1.743,-1.078,-0.699,1.499,2.4827,0.0552,47
9.3527,1.289,0.0111,1.7177,-1.0275,-0.7615,1.498,2.4518,0.0525,48
9.4527,1.2819,0.0178,1.7295,-0.967,-0.82,1.501,2.4108,0.0589,49
9.5527,1.2728,0.0297,1.7056,-0.902,-0.883,1.502,2.3673,0.0541,46
9.6527,1.2739,0.0528,1.7416,-0.835,-0.9465,1.501,2.346,0.0589,48
9.7527,1.2414,0.0644,1.6927,-0.764,-1.002,1.5,2.2795,0.0507,47
9.8527,1.2589,0.0998,1.6967,-0.6865,-1.0525,1.5,2.2696,0.0553,48
9.9527,1.231,0.1227,1.7063,-0.599,-1.0915,1.502,2.2056,0.0533,48
10.0527,1.2499,0.158,1.7197,-0.5075,-1.1315,1.505,2.1903,0.052,48
10.1527,1.2322,0.2204,1.7142,-0.419,-1.1715,1.505,2.1697,0.0494,48
10.2527,1.2319,0.2685,1.7238,-0.334,-1.208,1.504,2.1634,0.0483,49
10.3527,1.224,0.2991,1.7392,-0.2505,-1.234,1.5005,2.1404,0.0538,48
10.4527,1.2014,0.3462,1.6963,-0.166,-1.247,1.498,2.1089,0.0607,48
10.5527,1.1995,0.3772,1.6933,-0.077,-1.252,1.498,2.079,0.0567,47
10.6527,1.1825,0.4232,1.6768,0.007,-1.25,1.496,2.0528,0.0545,48
10.7527,1.1762,0.4534,1.7052,0.09,-1.243,1.494,2.0254,0.0691,47
10.8527,1.1623,0.4997,1.7387,0.178,-1.235,1.498,2.009,0.0612,48
10.9527,1.134,0.5156,1.7157,0.27,-1.221,1.4995,1.9517,0.0608,48
11.0527,1.1121,0.5716,1.7106,0.361,-1.197,1.499,1.9331,0.0571,49
11.1527,1.0861,0.6086,1.6938,0.446,-1.162,1.498,1.8929,0.0575,48
11.2527,1.0684,0.641,1.7008,0.5275,-1.1195,1.499,1.8527,0.064,48
11.3527,1.036,0.6765,1.7222,0.6065,-1.0795,1.502,1.8212,0.0668,48
11.4527,1.0269,0.7026,1.6957,0.68,-1.0355,1.5,1.7831,0.0651,48
11.5527,0.99,0.7212,1.6773,0.7545,-0.99,1.501,1.7363,0.0618,48
11.6527,0.9732,0.7537,1.6723,0.8335,-0.939,1.501,1.7071,0.066,46
11.7527,0.96,0.7853,1.7125,0.9045,-0.8725,1.499,1.6724,0.0627,48
11.8527,0.9275,0.8258,1.7082,0.9625,-0.79,1.497,1.6299,0.0632,48
11.9527,0.8975,0.8589,1.7133,1.0185,-0.715,1.499,1.593,0.0639,48
12.0527,0.8952,0.8846,1.7255,1.0715,-0.6465,1.501,1.5575,0.0676,48
12.1527,0.8547,0.8972,1.6838,1.118,-0.57,1.5,1.5019,0.0649,48
12.2527,0.8295,0.9283,1.6854,1.1575,-0.485,1.5,1.4627,0.0754,48
12.3527,0.8125,0.958,1.7208,1.1965,-0.3965,1.501,1.4249,0.0825,48
12.4527,0.7691,0.9871,1.7226,1.229,-0.306,1.502,1.39,0.0608,48
12.5527,0.7321,1.0005,1.7113,1.251,-0.2155,1.502,1.3385,0.0627,48
12.6527,0.7014,1.0143,1.673,1.264,-0.127,1.502,1.2839,0.0636,49
12.7527,0.6771,1.0577,1.7235,1.271,-0.0385,1.502,1.2663,0.0542,48
12.8527,0.6556,1.068,1.7228,1.27,0.05,1.502,1.2094,0.0563,47
12.9527,0.6296,1.1166,1.7029,1.259,0.148,1.5,1.1728,0.0635,47
13.0527,0.5824,1.1233,1.6868,1.242,0.2365,1.501,1.1207,0.0564,48
