time_s,est_x,est_y,est_z,gt_x,gt_y,gt_z,error_3d_m,rms_residual,n_meas
0.0515,1.4165,0.065,0.1653,1.451,0.016,0.086,0.0994,0.0808,32
0.1515,1.397,0.061,0.1608,1.451,0.016,0.086,0.1026,0.0826,30
0.2515,1.3902,0.0896,0.1149,1.451,0.016,0.086,0.0997,0.0928,25
0.3515,1.3771,0.0351,0.1915,1.451,0.016,0.086,0.1302,0.0706,25
0.4515,1.4204,0.0273,0.1029,1.451,0.016,0.086,0.0368,0.0927,26
0.5515,1.4016,0.0341,0.096,1.451,0.016,0.086,0.0535,0.0877,31
0.6515,1.4502,0.0256,0.1376,1.451,0.016,0.086,0.0525,0.0756,35
0.7515,1.4175,0.0573,0.0628,1.451,0.016,0.086,0.058,0.1118,31
0.8515,1.4483,0.0182,0.1061,1.451,0.016,0.086,0.0204,0.0648,30
0.9515,1.407,0.047,0.1318,1.451,0.016,0.086,0.0707,0.0771,18
1.0515,1.4455,0.0123,0.1775,1.451,0.016,0.087,0.0907,0.0889,31
1.1515,1.3497,0.0421,0.147,1.461,0.011,0.124,0.1179,0.0853,29
1.2515,1.3834,0.0271,0.1401,1.4895,-0.0055,0.157,0.1122,0.0806,26
1.3515,1.3993,0.0836,0.1303,1.517,-0.028,0.161,0.1651,0.0838,29
1.4515,1.369,0.0285,0.1562,1.531,-0.047,0.163,0.1789,0.0712,31
1.5515,1.419,-0.0037,-0.0185,1.5235,-0.053,0.161,0.2135,0.1283,30
1.6515,1.4281,0.0206,0.0879,1.499,-0.045,0.163,0.1223,0.0928,27
1.7515,1.4175,0.0463,0.2142,1.47,-0.033,0.166,0.1067,0.0823,25
1.8515,1.5131,0.0598,0.3167,1.4455,-0.02,0.1735,0.1773,0.092,24
1.9515,1.502,-0.0417,0.3334,1.426,-0.009,0.185,0.1699,0.0719,25
2.0515,1.5133,-0.0039,0.2461,1.412,-0.001,0.2045,0.1096,0.0962,30
2.1515,1.5667,0.0228,0.2338,1.403,0.003,0.2325,0.1649,0.054,32
2.2515,1.575,-0.0594,0.2332,1.401,0.008,0.267,0.1896,0.1107,27
2.3515,1.4944,-0.0639,0.2839,1.403,0.012,0.305,0.1207,0.1153,27
2.4515,1.4718,0.0039,0.2278,1.405,0.016,0.357,0.146,0.0654,34
2.5515,1.4703,-0.0196,0.2055,1.406,0.021,0.4215,0.229,0.0919,30
2.6515,1.3823,-0.0196,0.2124,1.406,0.023,0.486,0.2779,0.0986,27
2.7515,1.3442,0.0365,0.2181,1.404,0.024,0.558,0.3454,0.0996,29
2.8515,1.3684,0.0321,0.1695,1.403,0.023,0.6345,0.4664,0.1032,30
2.9515,1.425,0.0156,0.2525,1.401,0.02,0.715,0.4631,0.1168,29
3.0515,1.4164,0.0612,0.2978,1.4,0.0165,0.798,0.5025,0.0805,30
3.1515,1.3866,-0.0203,0.2191,1.399,0.011,0.881,0.6628,0.0851,30
3.2515,1.3603,0.057,0.3532,1.399,0.005,0.968,0.6182,0.0707,31
3.3515,1.3872,0.0721,0.4302,1.4,0.004,1.049,0.6226,0.0578,26
3.4515,1.3212,0.0669,0.4217,1.403,0.006,1.117,0.7027,0.0739,24
3.5515,1.1579,0.6559,0.8109,1.406,0.012,1.185,0.7849,1.3393,29
3.6515,1.4018,0.0417,0.324,1.409,0.0195,1.253,0.9293,0.0762,28
3.7515,1.3739,0.1157,0.5683,1.4115,0.027,1.314,0.7519,0.0527,28
3.8515,1.3272,0.0655,0.6206,1.415,0.031,1.37,0.7553,0.0593,29
3.9515,1.3597,0.0519,0.6184,1.417,0.03,1.42,0.8039,0.0606,31
4.0515,1.3816,0.0765,0.7529,1.419,0.026,1.4645,0.7144,0.0559,28
4.1515,1.3559,0.0423,0.7647,1.42,0.021,1.497,0.7355,0.0625,31
4.2515,1.4388,-0.0168,0.6643,1.422,0.016,1.5205,0.857,0.0702,22
4.3515,1.3855,0.0859,0.8165,1.423,0.015,1.539,0.727,0.072,32
4.4515,1.3644,0.0406,1.0572,1.426,0.015,1.5545,0.5017,0.0507,28
4.5515,1.3615,0.0169,1.0492,1.429,0.0175,1.5645,0.5197,0.0512,32
4.6515,1.4107,-0.0514,1.0237,1.431,0.022,1.571,0.5525,0.0651,28
4.7515,1.4226,-0.081,1.0701,1.43,0.027,1.574,0.5154,0.1008,29
4.8515,1.5315,-0.1285,0.9239,1.428,0.031,1.577,0.6802,0.2296,31
4.9515,1.348,-0.0001,1.4084,1.427,0.032,1.578,0.1899,0.0875,33
5.0515,1.3907,0.0259,1.3065,1.427,0.031,1.5765,0.2724,0.0797,26
5.1515,1.4009,0.0028,1.2646,1.426,0.03,1.575,0.3126,0.0736,31
5.2515,1.5475,-0.2085,0.2428,1.424,0.03,1.574,1.358,1.0529,24
5.3515,1.3973,-0.0218,1.3981,1.422,0.03,1.571,0.1822,0.083,33
5.4515,1.4283,-0.0127,1.4838,1.422,0.027,1.568,0.0933,0.0829,24
5.5515,1.4078,0.0011,1.5252,1.422,0.025,1.565,0.0485,0.0695,23
5.6515,1.3758,0.0839,1.6957,1.422,0.025,1.561,0.1542,0.0578,27
5.7515,1.3704,0.0733,1.651,1.424,0.026,1.561,0.115,0.0646,28
5.8515,1.4206,0.0176,1.6005,1.427,0.029,1.559,0.0435,0.0655,32
