time_s,est_x,est_y,est_z,gt_x,gt_y,gt_z,error_3d_m,rms_residual,n_meas
0.0524,1.1462,-0.0003,0.3181,1.29,0.069,0.077,0.2892,0.1076,30
0.1524,1.3192,0.044,0.0645,1.29,0.069,0.077,0.0404,0.1689,28
0.2524,1.4474,0.1098,0.0429,1.29,0.069,0.077,0.1661,0.1534,28
0.3524,1.3358,0.0688,0.1914,1.29,0.069,0.077,0.1232,0.1456,27
0.4524,1.3455,0.1231,-0.0449,1.29,0.069,0.077,0.1445,0.1612,30
0.5524,1.3705,0.0273,-0.0024,1.29,0.069,0.077,0.1205,0.0963,24
0.6524,1.2947,-0.0033,0.1388,1.29,0.069,0.077,0.0952,0.0586,28
0.7524,1.2815,0.0364,0.0477,1.29,0.069,0.077,0.0446,0.063,27
0.8524,1.3958,0.0774,0.0275,1.29,0.069,0.077,0.1171,0.1525,26
0.9524,1.2477,0.0141,0.247,1.29,0.069,0.077,0.1836,0.1556,36
1.0524,1.366,0.0985,-0.0569,1.29,0.069,0.0775,0.1572,0.0973,28
1.1524,1.1998,-0.0365,0.227,1.291,0.067,0.0905,0.194,0.1249,28
1.2524,1.2739,0.0368,0.2136,1.315,0.051,0.134,0.0907,0.052,29
1.3524,1.3281,0.0501,-0.0075,1.349,0.028,0.149,0.1595,0.212,29
1.4524,1.3227,-0.0076,0.0488,1.3715,0.0105,0.153,0.1165,0.1315,24
1.5524,1.33,-0.0181,0.1179,1.375,0.004,0.155,0.0623,0.0577,19
1.6524,1.1655,-0.0378,0.3788,1.366,0.004,0.154,0.3041,0.148,19
1.7524,1.2454,-0.0392,0.1813,1.344,0.011,0.155,0.1137,0.1216,31
1.8524,1.3546,-0.0074,0.139,1.312,0.024,0.16,0.057,0.0714,27
1.9524,1.373,-0.0389,0.1479,1.285,0.035,0.168,0.1167,0.0517,23
2.0524,1.414,-0.038,0.1843,1.264,0.045,0.179,0.1715,0.0677,27
2.1524,1.3865,-0.0285,0.1822,1.25,0.055,0.1965,0.1606,0.0405,28
2.2524,1.3676,-0.0233,0.2136,1.244,0.062,0.22,0.1503,0.0608,29
2.3524,1.3557,-0.0505,0.0915,1.244,0.067,0.249,0.226,0.0633,23
2.4524,1.3566,0.0174,0.1635,1.245,0.071,0.2775,0.1683,0.1066,22
2.5524,1.3836,0.0394,0.3786,1.248,0.074,0.317,0.1529,0.1466,31
2.6524,1.2311,0.046,0.3365,1.252,0.077,0.369,0.0496,0.0495,26
2.7524,1.203,0.0308,0.2471,1.254,0.078,0.421,0.1872,0.0609,27
2.8524,1.1796,0.0129,0.2259,1.255,0.079,0.487,0.2797,0.0965,30
2.9524,1.2583,0.0574,0.1805,1.255,0.079,0.553,0.3731,0.0764,25
3.0524,1.2692,-0.0084,0.2172,1.255,0.079,0.618,0.4104,0.0667,25
3.1524,1.1852,0.0469,0.2516,1.255,0.0795,0.6895,0.4446,0.1192,26
3.2524,1.2101,0.0699,0.2914,1.253,0.079,0.774,0.4846,0.1145,32
3.3524,1.192,0.0154,0.3885,1.251,0.08,0.852,0.4717,0.0522,23
3.4524,1.1307,0.0134,0.4134,1.249,0.08,0.929,0.5332,0.1619,30
3.5524,1.1364,0.0172,0.506,1.248,0.081,0.9965,0.507,0.0943,18
3.6524,1.1647,0.0413,0.4328,1.247,0.082,1.063,0.6368,0.1589,26
3.7524,1.2286,0.0738,0.3798,1.247,0.083,1.13,0.7505,0.0559,23
3.8524,1.2224,0.05,0.6513,1.246,0.084,1.201,0.5513,0.0671,31
3.9524,1.1915,0.0431,0.7622,1.246,0.086,1.265,0.5076,0.0374,24
4.0524,1.242,0.054,0.8369,1.246,0.086,1.321,0.4852,0.0586,29
4.1524,1.2301,0.0681,0.8463,1.245,0.084,1.375,0.5291,0.0608,27
4.2524,1.2429,0.0849,0.8398,1.245,0.083,1.432,0.5922,0.0366,25
4.3524,1.2784,0.0944,0.903,1.245,0.084,1.4685,0.5666,0.0933,26
4.4524,1.2589,0.079,1.067,1.245,0.084,1.496,0.4293,0.0574,23
4.5524,1.2401,0.0384,1.0191,1.247,0.083,1.52,0.5029,0.0528,31
4.6524,1.2466,0.0694,1.1178,1.248,0.084,1.5385,0.421,0.0534,22
4.7524,1.2792,0.0823,1.163,1.249,0.087,1.55,0.3882,0.0459,23
4.8524,1.2866,0.0554,1.2453,1.248,0.089,1.559,0.3178,0.0886,30
4.9524,1.2464,0.0468,1.3206,1.249,0.09,1.566,0.2491,0.0733,30
5.0524,1.1836,0.0526,1.4751,1.25,0.087,1.57,0.1208,0.039,25
5.1524,1.1895,0.0691,1.3859,1.253,0.087,1.572,0.1975,0.0631,24
5.2524,1.2693,0.0167,1.4892,1.255,0.085,1.573,0.1091,0.0504,25
5.3524,1.1055,0.0881,3.6647,1.258,0.086,1.574,2.0963,1.3938,27
5.4524,1.2645,0.0987,1.6415,1.259,0.083,1.573,0.0705,0.0633,24
5.5524,1.2365,0.0453,1.6161,1.26,0.084,1.572,0.0632,0.0676,31
5.6524,1.2721,0.0501,1.5218,1.259,0.089,1.57,0.0633,0.0643,33
5.7524,1.2607,0.0026,1.6489,1.259,0.093,1.567,0.122,0.0625,28
5.8524,1.4246,0.1432,1.7342,1.255,0.085,1.562,0.2486,0.159,26
5.9524,1.2957,0.0386,1.6855,1.2485,0.0655,1.555,0.1413,0.0387,24
6.0524,1.2157,0.0501,1.7212,1.239,0.031,1.544,0.1797,0.1436,29
6.1524,1.2967,0.0967,1.7406,1.231,-0.013,1.5335,0.2434,0.0813,24
6.2524,1.3111,0.0625,1.7207,1.224,-0.058,1.522,0.2481,0.0607,27
6.3524,1.2841,0.0961,1.833,1.218,-0.106,1.511,0.3859,0.0528,25
6.4524,1.2803,0.0696,1.7492,1.213,-0.162,1.498,0.3483,0.0641,35
6.5524,1.2627,0.0673,1.7935,1.208,-0.215,1.481,0.4247,0.0556,23
6.6524,1.3099,0.1702,1.9655,1.204,-0.258,1.468,0.6649,0.1526,25
6.7524,1.2198,0.0593,1.8564,1.199,-0.3025,1.452,0.543,0.0704,30
6.8524,1.2794,0.1229,1.7289,1.192,-0.342,1.4375,0.5555,0.0705,22
6.9524,1.2494,0.0764,1.8182,1.1845,-0.378,1.4225,0.606,0.0631,26
7.0524,1.2637,0.0899,1.7758,1.175,-0.419,1.407,0.6347,0.0477,23
7.1524,1.2939,0.0313,1.8366,1.165,-0.466,1.393,0.6787,0.0556,33
7.2524,1.2229,0.031,1.9392,1.153,-0.508,1.379,0.7805,0.0672,21
7.3524,1.2461,0.0367,1.9164,1.1415,-0.55,1.366,0.8112,0.0396,30
7.4524,1.3469,0.0968,1.7778,1.125,-0.597,1.35,0.8448,0.1638,30
7.5524,1.293,0.0427,1.6753,1.109,-0.638,1.339,0.7812,0.0741,24
7.6524,1.2648,0.0973,1.8043,1.0935,-0.6705,1.328,0.9197,0.0736,22
7.7524,1.2876,0.0742,1.805,1.072,-0.711,1.313,0.9514,0.0531,37
7.8524,1.3023,0.0682,1.7772,1.05,-0.7485,1.299,0.9794,0.0775,22
7.9524,1.2448,0.064,1.8503,1.0285,-0.782,1.2885,1.0383,0.0822,30
8.0524,1.4221,0.1294,1.5251,1.003,-0.816,1.2755,1.0638,0.3485,24
8.1524,1.2058,-0.0318,1.8778,0.98,-0.845,1.266,1.0424,0.0965,23
8.2524,1.1927,-0.005,1.7796,0.9555,-0.873,1.256,1.0411,0.0539,26
8.3524,1.2354,-0.0151,1.7401,0.929,-0.903,1.248,1.0604,0.0538,25
8.4524,1.2603,-0.1268,1.6897,0.9015,-0.9315,1.2385,0.9899,0.0623,26
8.5524,1.3184,-0.0452,1.8461,0.876,-0.958,1.231,1.1863,0.1626,23
8.6524,1.1834,-0.1372,1.7587,0.852,-0.981,1.224,1.0525,0.071,21
8.7524,1.1531,-0.2507,1.6745,0.826,-1.003,1.216,0.9397,0.1825,25
8.8524,1.216,-0.2391,1.7013,0.795,-1.026,1.207,1.0202,0.0684,31
8.9524,1.1986,-0.3213,1.6659,0.758,-1.0485,1.198,0.9705,0.0705,32
9.0524,1.2257,-0.3706,1.627,0.725,-1.068,1.19,0.9633,0.0531,25
9.1524,1.2784,-0.3077,1.6036,0.6885,-1.0875,1.184,1.064,0.0907,24
9.2524,1.2385,-0.3376,1.5883,0.653,-1.104,1.177,1.0485,0.1013,33
