time_s,est_x,est_y,est_z,gt_x,gt_y,gt_z,error_3d_m,rms_residual,n_meas
0.0532,1.3795,0.062,0.2431,1.302,0.067,0.084,0.177,0.0606,26
0.1532,1.352,0.0806,-0.0753,1.302,0.067,0.084,0.1675,0.1135,23
0.2532,1.334,0.0831,0.2282,1.302,0.067,0.084,0.1486,0.0419,28
0.3532,1.3914,0.0917,0.1182,1.302,0.067,0.084,0.0989,0.0514,23
0.4532,1.4057,0.0804,0.0027,1.302,0.067,0.084,0.1325,0.143,22
0.5532,1.4342,0.0504,0.1607,1.302,0.067,0.084,0.1538,0.0573,22
0.6532,1.2964,-0.0321,0.164,1.302,0.067,0.084,0.1275,0.2917,27
0.7532,1.3388,0.018,0.3606,1.302,0.067,0.084,0.2833,0.0884,26
0.8532,1.3908,0.0913,0.2342,1.302,0.067,0.084,0.1762,0.0561,24
0.9532,1.366,0.0672,0.2411,1.302,0.067,0.084,0.1696,0.0458,23
1.0532,1.3667,0.0951,0.2319,1.302,0.067,0.084,0.1638,0.0836,30
1.1532,1.4074,0.0651,0.0545,1.307,0.067,0.105,0.1124,0.1184,27
1.2532,1.3264,0.0901,0.1221,1.3375,0.061,0.1525,0.0435,0.0378,30
1.3532,1.3834,0.0758,0.3669,1.372,0.0465,0.166,0.2034,0.0639,24
1.4532,1.3529,0.082,0.1685,1.394,0.0325,0.162,0.0647,0.082,26
1.5532,1.3438,0.0738,0.0835,1.399,0.021,0.162,0.1095,0.1076,24
1.6532,1.4072,0.0979,0.2701,1.3875,0.017,0.159,0.1388,0.2107,22
1.7532,2.2125,0.7576,-0.6785,1.368,0.018,0.161,1.4018,1.2584,20
1.8532,1.4456,0.0303,0.3158,1.345,0.022,0.167,0.1798,0.06,27
1.9532,1.4681,0.0665,0.2484,1.321,0.03,0.173,0.1693,0.0315,25
2.0532,1.4478,0.0441,0.3385,1.302,0.036,0.185,0.2118,0.0429,21
2.1532,1.5149,0.0475,0.2129,1.2855,0.0445,0.1985,0.2299,0.0707,28
2.2532,1.3373,0.0622,0.2637,1.271,0.055,0.221,0.0792,0.1297,29
2.3532,1.3581,0.0397,0.2318,1.265,0.065,0.246,0.0975,0.0466,25
2.4532,1.2773,0.1084,0.1795,1.264,0.0715,0.2775,0.1056,0.1036,28
2.5532,1.2466,0.0391,0.5982,1.267,0.077,0.322,0.2796,0.1285,29
2.6532,1.3247,0.0923,0.143,1.271,0.08,0.372,0.2356,0.0923,27
2.7532,1.3076,0.057,0.3584,1.274,0.082,0.426,0.0795,0.073,25
2.8532,1.3177,0.0189,0.5256,1.274,0.082,0.482,0.0883,0.1414,25
2.9532,1.2386,0.1169,0.2328,1.272,0.081,0.539,0.3101,0.149,22
3.0532,1.2974,0.0285,0.4377,1.2705,0.082,0.6,0.173,0.1568,20
3.1532,1.1267,-0.1092,0.6333,1.27,0.082,0.6575,0.2402,0.2515,24
