time_s,est_x,est_y,est_z,gt_x,gt_y,gt_z,error_3d_m,rms_residual,n_meas
0.0528,1.5156,0.0657,0.334,1.405,0.073,0.084,0.2735,0.0491,45
0.1528,1.5036,0.0788,0.3218,1.405,0.073,0.084,0.2575,0.0663,44
0.2528,1.504,0.0813,0.3377,1.405,0.073,0.084,0.2724,0.0517,46
0.3528,1.5122,0.09,0.3445,1.405,0.073,0.084,0.2822,0.0491,46
0.4528,1.502,0.0775,0.3175,1.405,0.073,0.084,0.2529,0.0505,47
0.5528,1.4975,0.085,0.2678,1.405,0.073,0.084,0.2061,0.0524,47
0.6528,1.5141,0.0669,0.3393,1.405,0.073,0.084,0.2777,0.0602,45
0.7528,1.5049,0.0771,0.299,1.405,0.073,0.084,0.2371,0.0502,46
0.8528,1.5082,0.088,0.2764,1.405,0.073,0.084,0.2188,0.0565,45
0.9528,1.5007,0.0731,0.2559,1.405,0.073,0.084,0.1968,0.05,45
1.0528,1.491,0.077,0.2834,1.405,0.073,0.084,0.2171,0.0529,46
1.1528,1.5096,0.0646,0.287,1.405,0.073,0.084,0.2285,0.0579,48
1.2528,1.5035,0.0861,0.2757,1.405,0.073,0.084,0.2159,0.0511,46
1.3528,1.5043,0.0803,0.2838,1.405,0.073,0.084,0.2232,0.0529,43
1.4528,1.5061,0.0768,0.2681,1.405,0.073,0.084,0.2101,0.0513,46
1.5528,1.4871,0.0778,0.308,1.405,0.073,0.084,0.2386,0.0529,46
1.6528,1.5052,0.0866,0.2871,1.405,0.073,0.084,0.2269,0.0488,48
1.7528,1.5022,0.0892,0.301,1.405,0.073,0.084,0.2383,0.0522,46
1.8528,1.4948,0.0705,0.2624,1.405,0.073,0.084,0.1997,0.05,46
1.9528,1.5001,0.0793,0.2946,1.405,0.073,0.084,0.2312,0.0597,44
2.0528,1.5169,0.0952,0.305,1.405,0.073,0.084,0.2487,0.0514,47
2.1528,1.5078,0.0969,0.2952,1.405,0.073,0.084,0.2361,0.0446,47
2.2528,1.5077,0.0621,0.3073,1.405,0.073,0.084,0.2461,0.0432,46
2.3528,1.495,0.0701,0.2943,1.405,0.073,0.084,0.2288,0.0532,47
2.4528,1.5149,0.0726,0.3102,1.405,0.073,0.084,0.2515,0.0564,48
2.5528,1.5117,0.067,0.3557,1.405,0.073,0.084,0.2919,0.0578,44
2.6528,1.5074,0.0657,0.3305,1.405,0.073,0.084,0.267,0.0536,47
2.7528,1.5147,0.0777,0.2913,1.405,0.073,0.084,0.2346,0.0587,44
2.8528,1.5027,0.067,0.3252,1.405,0.073,0.084,0.2604,0.0495,47
2.9528,1.5025,0.0867,0.2879,1.405,0.073,0.084,0.2264,0.047,47
3.0528,1.5244,0.0383,0.3429,1.405,0.073,0.084,0.2872,0.0533,40
3.1528,1.5223,0.0703,0.359,1.4055,0.073,0.084,0.2988,0.0623,46
3.2528,1.515,0.0724,0.334,1.405,0.073,0.084,0.2732,0.047,48
3.3528,1.5084,0.076,0.354,1.405,0.073,0.084,0.2891,0.0475,46
3.4528,1.4931,0.0753,0.3433,1.405,0.073,0.084,0.2739,0.0512,41
3.5528,1.5087,0.0748,0.3304,1.405,0.073,0.084,0.2673,0.0506,47
3.6528,1.5105,0.0656,0.3649,1.405,0.073,0.084,0.3001,0.0653,44
3.7528,1.4932,0.0887,0.2945,1.405,0.073,0.084,0.2288,0.0569,44
3.8528,1.5027,0.0862,0.3117,1.405,0.073,0.084,0.2481,0.0535,45
3.9528,1.5106,0.0779,0.3125,1.405,0.073,0.084,0.2517,0.0567,46
4.0528,1.5102,0.0769,0.2966,1.405,0.073,0.084,0.2372,0.0538,44
4.1528,1.5004,0.083,0.3087,1.405,0.073,0.084,0.2443,0.056,44
4.2528,1.5098,0.0763,0.3127,1.405,0.073,0.084,0.2516,0.0547,41
4.3528,1.4862,0.0858,0.3251,1.405,0.073,0.084,0.2548,0.0556,43
4.4528,1.5117,0.0969,0.3231,1.405,0.073,0.084,0.263,0.0507,44
4.5528,1.4877,0.0631,0.3146,1.405,0.073,0.084,0.2452,0.0501,47
4.6528,1.4985,0.092,0.3079,1.405,0.073,0.084,0.2434,0.0444,46
4.7528,1.4873,0.0749,0.3027,1.405,0.073,0.084,0.2337,0.0405,45
4.8528,1.5008,0.0816,0.3244,1.405,0.073,0.084,0.2589,0.0561,47
4.9528,1.5084,0.092,0.3145,1.405,0.073,0.084,0.2533,0.0439,47
5.0528,1.5047,0.0714,0.3224,1.405,0.073,0.084,0.2584,0.0517,46
5.1528,1.5145,0.0849,0.3186,1.405,0.073,0.084,0.2591,0.0473,46
5.2528,1.5084,0.0866,0.291,1.405,0.073,0.084,0.2318,0.0468,47
5.3528,1.522,0.0541,0.3626,1.405,0.073,0.084,0.3028,0.0539,41
5.4528,1.4994,0.0719,0.3192,1.405,0.073,0.084,0.2535,0.0537,40
5.5528,1.501,0.0634,0.3184,1.405,0.073,0.084,0.2534,0.0507,48
5.6528,1.515,0.0805,0.2659,1.405,0.073,0.084,0.2127,0.0594,45
5.7528,1.5068,0.0925,0.3068,1.405,0.073,0.084,0.2457,0.0492,48
5.8528,1.4778,0.0819,0.3343,1.405,0.073,0.084,0.2608,0.0496,47
5.9528,1.4918,0.0702,0.3679,1.405,0.073,0.084,0.2969,0.0494,47
6.0528,1.5069,0.0747,0.3363,1.405,0.073,0.084,0.2721,0.0479,47
