time_s,est_x,est_y,est_z,gt_x,gt_y,gt_z,error_3d_m,rms_residual,n_meas
0.0522,1.2703,0.0517,0.0648,1.288,0.062,0.077,0.0239,0.0646,33
0.1522,1.4804,0.7493,-0.4809,1.288,0.062,0.077,0.9059,1.565,26
0.2522,1.2958,0.026,0.0757,1.288,0.062,0.077,0.0369,0.0891,22
0.3522,1.262,0.0142,0.1893,1.288,0.062,0.077,0.1248,0.0594,33
0.4522,1.2583,0.038,0.2485,1.288,0.062,0.077,0.1757,0.0741,29
0.5522,1.0065,-0.2501,0.1576,1.288,0.062,0.077,0.4279,0.3563,26
0.6522,1.2852,0.0236,0.0671,1.288,0.062,0.077,0.0397,0.06,27
0.7522,1.2627,-0.0079,0.267,1.288,0.062,0.077,0.204,0.0427,23
0.8522,1.2828,0.0179,0.1499,1.288,0.062,0.077,0.0853,0.0589,36
0.9522,1.2994,0.02,0.2058,1.288,0.062,0.077,0.136,0.0725,30
1.0522,1.323,0.0422,0.1397,1.288,0.062,0.078,0.0736,0.179,26
1.1522,1.284,0.0202,0.2165,1.2895,0.059,0.095,0.1276,0.0619,30
1.2522,1.2633,-0.0079,0.2343,1.325,0.039,0.1535,0.112,0.0825,26
1.3522,1.3041,0.0216,-0.0466,1.374,0.014,0.203,0.2593,0.0728,29
1.4522,1.3034,0.0338,0.1135,1.409,-0.0045,0.2345,0.1651,0.0771,32
1.5522,1.3059,0.0263,0.3401,1.413,-0.0075,0.239,0.1511,0.0666,28
1.6522,1.2215,0.0363,0.2576,1.392,0.005,0.216,0.1782,0.0921,33
1.7522,1.2855,0.0648,0.1848,1.357,0.028,0.193,0.0808,0.0551,29
1.8522,1.4895,0.1566,-0.0665,1.3285,0.0485,0.186,0.3184,0.2792,32
1.9522,1.34,-0.0187,0.3462,1.314,0.0625,0.1875,0.1801,0.0676,26
2.0522,1.4538,-0.0335,0.2709,1.306,0.069,0.199,0.1937,0.0752,33
2.1522,1.4188,-0.0042,0.3832,1.3025,0.071,0.2225,0.2121,0.0668,28
2.2522,1.4203,-0.0219,0.4149,1.301,0.07,0.246,0.2263,0.0637,17
2.3522,1.4426,0.0304,0.3809,1.299,0.067,0.275,0.1821,0.1148,27
2.4522,1.3064,0.0086,0.2405,1.296,0.066,0.3165,0.0958,0.0618,24
2.5522,1.2473,0.0292,0.2143,1.293,0.067,0.364,0.161,0.088,29
2.6522,1.284,0.0604,0.2764,1.2905,0.07,0.423,0.147,0.2517,28
2.7522,1.303,0.0269,0.1812,1.29,0.073,0.4875,0.31,0.0803,28
2.8522,1.2414,0.04,0.2435,1.291,0.078,0.564,0.3265,0.1078,31
