time_s,est_x,est_y,est_z,gt_x,gt_y,gt_z,error_3d_m,rms_residual,n_meas
0.0524,1.4534,0.0749,0.3041,1.385,0.061,0.084,0.2309,0.0547,46
0.1524,1.4508,0.0659,0.2681,1.384,0.06,0.084,0.196,0.0529,48
0.2524,1.4679,0.0809,0.3254,1.384,0.06,0.084,0.2564,0.046,48
0.3524,1.4582,0.085,0.2762,1.385,0.061,0.084,0.2071,0.0529,47
0.4524,1.4627,0.0663,0.2877,1.385,0.06,0.084,0.2181,0.0415,47
0.5524,1.4594,0.0792,0.2546,1.385,0.061,0.084,0.187,0.0506,45
0.6524,1.4582,0.0822,0.2639,1.385,0.061,0.084,0.1954,0.043,47
0.7524,1.4666,0.0748,0.2957,1.385,0.061,0.084,0.2273,0.056,48
0.8524,1.469,0.0577,0.2519,1.385,0.061,0.084,0.1877,0.0524,47
0.9524,1.4457,0.0684,0.2716,1.385,0.061,0.084,0.1974,0.0511,45
1.0524,1.457,0.0687,0.3146,1.385,0.061,0.084,0.2417,0.0509,45
1.1524,1.4623,0.0738,0.2718,1.385,0.061,0.084,0.2035,0.0565,48
1.2524,1.4739,0.078,0.2928,1.385,0.061,0.084,0.2276,0.0491,47
1.3524,1.4431,0.0584,0.3183,1.385,0.06,0.084,0.2414,0.043,46
1.4524,1.4555,0.0707,0.3301,1.385,0.06,0.084,0.2562,0.0478,47
1.5524,1.4573,0.0641,0.2688,1.384,0.06,0.084,0.1989,0.0516,48
1.6524,1.4567,0.0701,0.31,1.3945,0.06,0.11,0.2097,0.0491,48
1.7524,1.4606,0.0765,0.2958,1.4585,0.0385,0.156,0.1449,0.0614,46
1.8524,1.4259,0.0714,0.262,1.496,0.008,0.162,0.1376,0.0512,47
1.9524,1.4586,0.0663,0.2887,1.48,0.007,0.162,0.1415,0.0485,45
2.0524,1.4659,0.0721,0.2647,1.4365,0.024,0.1705,0.1098,0.0486,48
2.1524,1.4596,0.0743,0.2925,1.396,0.045,0.191,0.1233,0.0533,47
2.2524,1.4617,0.0793,0.2806,1.372,0.059,0.227,0.1064,0.0455,47
2.3524,1.4449,0.0839,0.2939,1.364,0.0715,0.2835,0.0825,0.043,48
2.4524,1.4556,0.0755,0.2708,1.363,0.077,0.363,0.1307,0.0577,47
2.5524,1.4563,0.0885,0.2694,1.365,0.082,0.463,0.2141,0.0526,48
2.6524,1.4447,0.0753,0.2424,1.3705,0.09,0.5825,0.3484,0.0489,48
2.7524,1.448,0.0834,0.2538,1.377,0.098,0.7085,0.4605,0.0486,46
2.8524,1.4632,0.0568,0.2783,1.383,0.098,0.8385,0.5674,0.0605,46
2.9524,1.4622,0.0643,0.2924,1.386,0.092,0.966,0.6785,0.0569,45
3.0524,1.4691,0.0824,0.2699,1.388,0.085,1.091,0.8251,0.0514,47
3.1524,1.4564,0.0643,0.315,1.389,0.079,1.208,0.8957,0.0528,48
3.2524,1.4473,0.0705,0.3017,1.388,0.071,1.315,1.0151,0.0464,49
3.3524,1.4581,0.0669,0.259,1.386,0.064,1.403,1.1462,0.0463,47
3.4524,1.4462,0.076,0.2885,1.385,0.063,1.4695,1.1827,0.0518,48
3.5524,1.4431,0.0845,0.2712,1.386,0.069,1.518,1.2482,0.0442,48
3.6524,1.4468,0.0867,0.2793,1.3785,0.07,1.5495,1.2722,0.0632,46
3.7524,1.4273,0.0895,0.3528,1.371,0.063,1.567,1.2158,0.0692,47
3.8524,1.3799,0.1349,0.1533,1.364,0.059,1.574,1.4229,0.0862,47
3.9524,1.4764,0.0896,0.2853,1.363,0.06,1.576,1.296,0.0638,46
4.0524,1.5241,0.0268,0.3816,1.368,0.061,1.577,1.2061,0.0517,47
4.1524,1.5522,0.0357,0.3347,1.372,0.065,1.573,1.2517,0.0573,47
4.2524,1.5383,0.0174,0.3461,1.372,0.062,1.57,1.2359,0.0508,45
4.3524,1.5496,0.02,0.3493,1.372,0.059,1.566,1.2302,0.0526,47
4.4524,1.5465,0.004,0.3615,1.374,0.066,1.5605,1.2129,0.0511,48
4.5524,1.5259,0.019,0.3129,1.375,0.072,1.558,1.2553,0.0592,48
4.6524,1.4741,0.0454,0.2777,1.373,0.072,1.555,1.2816,0.053,47
4.7524,1.4465,0.0468,0.2708,1.37,0.075,1.554,1.2858,0.0635,46
4.8524,1.3876,0.1071,0.1632,1.369,0.076,1.55,1.3873,0.0685,48
4.9524,1.3717,0.1099,0.1431,1.368,0.072,1.544,1.4014,0.0748,45
5.0524,1.3395,0.1159,0.2049,1.391,0.065,1.53,1.3271,0.0928,45
5.1524,1.3966,0.0911,0.3737,1.442,0.081,1.508,1.1352,0.0583,49
5.2524,1.3995,0.0742,0.3135,1.4835,0.148,1.478,1.1698,0.0547,48
5.3524,1.3303,0.1416,0.1699,1.49,0.257,1.4445,1.2897,0.0914,46
5.4524,1.3726,0.1172,0.348,1.477,0.375,1.4135,1.1012,0.065,48
5.5524,1.3764,0.0858,0.3593,1.457,0.486,1.378,1.0974,0.0606,45
5.6524,1.3702,0.1139,0.4385,1.434,0.583,1.347,1.0244,0.0618,47
5.7524,1.3921,0.1064,0.4659,1.407,0.671,1.313,1.0181,0.0616,47
5.8524,1.3986,0.0997,0.5501,1.379,0.745,1.281,0.9752,0.0598,47
5.9524,1.3994,0.1115,0.6276,1.345,0.806,1.25,0.9342,0.0484,45
6.0524,1.3914,0.0903,0.7077,1.306,0.854,1.22,0.9235,0.058,47
6.1524,1.3708,0.1049,0.7551,1.264,0.8855,1.1935,0.9016,0.051,48
6.2524,1.3573,0.1144,0.8376,1.217,0.899,1.165,0.8617,0.0574,47
6.3524,1.3492,0.1054,0.868,1.1655,0.895,1.138,0.8545,0.0526,48
6.4524,1.3372,0.0774,0.8839,1.1185,0.8755,1.116,0.8595,0.078,46
6.5524,1.34,0.097,0.8842,1.069,0.844,1.097,0.8226,0.0988,41
6.6524,1.3372,0.0422,0.8818,1.014,0.799,1.079,0.8462,0.1597,39
6.7524,1.4846,0.0756,1.1899,0.958,0.736,1.063,0.8541,0.0618,45
6.8524,1.4869,0.0787,1.2961,0.9015,0.652,1.047,0.8564,0.0523,44
6.9524,1.4916,0.0851,1.3185,0.842,0.552,1.032,0.8497,0.0563,47
7.0524,1.3931,0.0497,1.332,0.779,0.4395,1.021,0.7911,0.0577,46
7.1524,1.1948,-0.0054,0.9612,0.7145,0.3245,1.012,0.5849,0.1771,44
7.2524,1.1937,-0.0284,0.9401,0.645,0.2,1.004,0.5978,0.1569,47
7.3524,1.2583,0.0385,1.1312,0.577,0.07,0.998,0.6949,0.1683,41
7.4524,1.3481,0.0479,1.29,0.517,-0.05,0.992,0.8883,0.1647,36
7.5524,1.442,0.0572,1.5721,0.4565,-0.1735,0.989,1.1681,0.1172,42
7.6524,1.3953,0.0364,1.4837,0.395,-0.302,0.985,1.1678,0.1711,37
7.7524,1.5062,0.0901,1.7674,0.3285,-0.4345,0.983,1.5091,0.0493,44
7.8524,1.4863,0.1141,1.7844,0.251,-0.585,0.985,1.6291,0.049,47
7.9524,1.436,0.0884,1.7144,0.168,-0.736,0.989,1.6774,0.1032,45
8.0524,1.4654,0.0952,1.8122,0.09,-0.881,0.995,1.8742,0.0408,45
8.1524,1.3516,0.0537,1.6626,0.013,-1.0205,1.0035,1.8386,0.1643,44
8.2524,1.2763,0.0417,1.5149,-0.0635,-1.1505,1.012,1.8626,0.1734,42
8.3524,1.1918,-0.0337,1.3051,-0.139,-1.277,1.023,1.843,0.1808,45
8.4524,1.1755,-0.0284,1.2927,-0.215,-1.3915,1.0355,1.9641,0.1847,44
8.5524,1.2198,-0.0297,1.4353,-0.291,-1.491,1.0505,2.1369,0.1862,44
8.6524,1.2185,0.0211,1.536,-0.366,-1.575,1.0655,2.2977,0.1571,42
8.7524,1.1873,-0.032,1.4387,-0.442,-1.646,1.082,2.321,0.1442,45
8.8524,1.2095,-0.0254,1.4449,-0.5165,-1.7045,1.1005,2.4325,0.1722,46
8.9524,1.203,0.0006,1.5365,-0.588,-1.751,1.119,2.5396,0.1655,45
9.0524,1.2649,-0.0009,1.6042,-0.6595,-1.7825,1.1405,2.6632,0.1669,44
9.1524,1.1888,-0.0059,1.5211,-0.7285,-1.802,1.1605,2.6518,0.1591,44
9.2524,1.2486,0.023,1.6893,-0.7945,-1.805,1.1855,2.7874,0.166,44
9.3524,1.2192,0.0172,1.5666,-0.861,-1.792,1.21,2.7798,0.1522,43
9.4524,1.2149,-0.0097,1.5429,-0.927,-1.765,1.235,2.7863,0.1606,46
9.5524,1.2273,-0.0296,1.5081,-0.9865,-1.7225,1.262,2.7978,0.1771,46
9.6524,1.1745,0.0257,1.4784,-1.041,-1.664,1.289,2.7927,0.1455,43
9.7524,1.1623,-0.0496,1.3755,-1.098,-1.59,1.318,2.7359,0.1672,49
9.8524,1.3012,0.0359,1.7022,-1.1545,-1.5,1.3495,2.9178,0.1549,46
9.9524,1.2074,-0.0278,1.469,-1.2075,-1.4015,1.381,2.7797,0.1637,46
10.0524,1.1654,-0.0253,1.4359,-1.2555,-1.295,1.4145,2.7338,0.1491,46
10.1524,1.2197,0.0205,1.5414,-1.2975,-1.1875,1.4465,2.7937,0.1537,42
10.2524,1.2743,0.0264,1.6033,-1.339,-1.079,1.476,2.8403,0.1662,43
10.3524,1.1775,-0.0079,1.4034,-1.376,-0.964,1.505,2.7285,0.1689,45
10.4524,1.266,-0.0067,1.5333,-1.4,-0.8455,1.536,2.7949,0.1852,46
10.5524,1.1865,-0.0448,1.3481,-1.417,-0.7205,1.567,2.6987,0.1648,44
10.6524,1.2477,0.0085,1.5699,-1.4365,-0.594,1.5995,2.7512,0.1672,46
10.7524,1.2074,-0.004,1.4277,-1.463,-0.475,1.631,2.7193,0.1849,45
10.8524,1.2523,-0.0048,1.5234,-1.4905,-0.3565,1.6645,2.7688,0.1954,46
10.9524,1.2884,0.0502,1.6604,-1.512,-0.249,1.6945,2.8165,0.1841,44
11.0524,1.214,-0.0199,1.437,-1.523,-0.153,1.722,2.755,0.1611,45
11.1524,1.1784,-0.0363,1.3179,-1.526,-0.066,1.7505,2.7389,0.1698,46
11.2524,1.1752,0.0015,1.4219,-1.523,0.004,1.7775,2.7216,0.1761,44
11.3524,1.1637,-0.0314,1.3155,-1.521,0.06,1.8025,2.73,0.1823,48
11.4524,1.1608,-0.0098,1.3048,-1.518,0.117,1.835,2.7337,0.1671,45
11.5524,1.1734,-0.0372,1.3621,-1.509,0.147,1.861,2.7346,0.1795,47
11.6524,1.2064,-0.0149,1.3665,-1.493,0.1655,1.883,2.7543,0.1838,42
11.7524,1.3355,0.0442,1.6287,-1.476,0.168,1.903,2.8276,0.1752,43
11.8524,1.4524,0.1108,1.8283,-1.455,0.15,1.922,2.9091,0.043,45
11.9524,1.4841,0.129,1.8759,-1.427,0.11,1.94,2.9119,0.0364,47
12.0524,1.5156,0.1453,1.819,-1.3955,0.0515,1.958,2.916,0.054,46
12.1524,1.5323,0.1722,1.8517,-1.361,-0.014,1.972,2.9018,0.0627,45
12.2524,1.5457,0.1966,1.8524,-1.3225,-0.09,1.9845,2.8855,0.0741,42
12.3524,1.5712,0.2545,1.8689,-1.2815,-0.179,1.997,2.8883,0.0474,46
12.4524,1.5454,0.3018,1.8131,-1.241,-0.281,2.007,2.8533,0.0564,43
12.5524,1.4378,0.3782,1.5933,-1.2,-0.387,2.015,2.7788,0.1633,41
12.6524,1.3813,0.3169,1.307,-1.1525,-0.498,2.023,2.7563,0.137,42
12.7524,1.3148,0.3432,1.1275,-1.0975,-0.6195,2.029,2.7493,0.1298,46
12.8524,1.3068,0.3672,1.0882,-1.038,-0.748,2.035,2.7637,0.1226,45
