time_s,est_x,est_y,est_z,gt_x,gt_y,gt_z,error_3d_m,rms_residual,n_meas
0.0561,1.1389,-0.0826,0.3274,1.287,0.058,0.077,0.3231,0.1533,22
0.1561,1.3092,0.0156,0.1226,1.287,0.058,0.077,0.0662,0.0865,29
0.2561,1.2818,0.0018,0.1555,1.287,0.058,0.077,0.0967,0.0693,30
0.3561,1.2516,-0.0746,0.25,1.287,0.058,0.077,0.2208,0.1447,26
0.4561,1.2882,-0.0397,0.0777,1.287,0.058,0.077,0.0977,0.0606,28
0.5561,1.2549,-0.0357,0.2519,1.287,0.058,0.077,0.201,0.0689,29
0.6561,1.2778,-0.0536,0.1516,1.287,0.058,0.077,0.1346,0.0962,28
0.7561,1.2141,0.0056,0.3131,1.287,0.058,0.077,0.2526,0.0934,33
0.8561,1.3085,-0.0256,0.1365,1.287,0.058,0.077,0.1049,0.0735,27
0.9561,1.3009,-0.0042,0.1369,1.287,0.058,0.077,0.0874,0.0683,25
1.0561,1.2873,-0.0072,0.1306,1.287,0.058,0.077,0.0844,0.1615,27
1.1561,1.3016,-0.0181,0.2625,1.287,0.058,0.077,0.2011,0.0697,26
1.2561,1.2938,0.0246,0.0297,1.287,0.058,0.077,0.0583,0.0629,23
1.3561,1.2783,-0.0065,0.2287,1.287,0.058,0.077,0.1651,0.0627,29
1.4561,1.2091,-0.0493,0.1814,1.287,0.057,0.083,0.1644,0.1116,25
1.5561,1.3195,-0.011,0.268,1.3015,0.049,0.1215,0.1593,0.095,22
1.6561,1.2633,-0.0508,0.0975,1.3315,0.034,0.147,0.1195,0.0954,26
1.7561,1.3069,-0.0051,0.0986,1.3585,0.018,0.151,0.0771,0.0504,24
1.8561,1.2756,-0.0043,0.2489,1.372,0.008,0.152,0.1373,0.0624,30
1.9561,1.2972,0.0498,0.3254,1.367,0.007,0.154,0.1899,0.1263,25
2.0561,1.1936,0.0577,0.3172,1.3465,0.015,0.156,0.2263,0.0598,26
2.1561,1.3601,0.0378,0.175,1.3145,0.032,0.16,0.0483,0.1522,32
2.2561,1.3423,0.0224,0.2109,1.285,0.05,0.168,0.0767,0.0564,25
2.3561,1.3184,-0.0268,0.3894,1.263,0.065,0.179,0.2361,0.0779,31
2.4561,1.3705,-0.0689,0.3906,1.247,0.073,0.2,0.2678,0.0485,31
2.5561,1.3676,-0.1974,-0.3569,1.238,0.075,0.2235,0.6541,0.4312,26
2.6561,1.4019,0.0045,0.0655,1.235,0.076,0.251,0.2595,0.0712,22
2.7561,1.3239,-0.0523,0.2534,1.235,0.076,0.284,0.1591,0.0624,25
2.8561,1.3067,-0.0148,0.3739,1.238,0.076,0.328,0.1228,0.0754,29
2.9561,1.3361,0.0301,0.3592,1.241,0.077,0.383,0.1087,0.0621,27
3.0561,1.2643,0.0606,0.2351,1.242,0.078,0.436,0.2029,0.0553,23
3.1561,1.2239,0.089,0.143,1.244,0.079,0.488,0.3457,0.0914,21
3.2561,1.1505,0.0738,0.2928,1.244,0.0825,0.5485,0.2724,0.0516,30
3.3561,1.1819,0.0386,0.3615,1.245,0.087,0.6235,0.2738,0.0591,28
3.4561,1.2779,0.0432,0.3478,1.248,0.091,0.7045,0.3611,0.0567,30
3.5561,1.278,0.1135,0.2973,1.251,0.093,0.786,0.4899,0.0723,27
3.6561,1.2043,0.0273,0.2514,1.253,0.094,0.8595,0.6137,0.0752,20
3.7561,1.2519,0.0738,0.4606,1.255,0.094,0.9295,0.4694,0.0593,28
3.8561,1.25,0.0795,0.341,1.257,0.092,1.0065,0.6657,0.0435,28
3.9561,1.2231,0.0244,0.5232,1.259,0.087,1.085,0.5664,0.0697,25
