time_s,est_x,est_y,est_z,gt_x,gt_y,gt_z,error_3d_m,rms_residual,n_meas
0.0556,1.4594,0.0378,0.2131,1.465,0.004,0.087,0.1307,0.0816,31
0.1556,1.4213,0.0093,0.5538,1.465,0.004,0.087,0.4689,0.3829,20
0.2556,1.4339,-0.0682,0.0314,1.465,0.004,0.087,0.0963,0.0781,24
0.3556,1.3767,0.0465,0.1669,1.465,0.004,0.087,0.1264,0.0925,31
0.4556,1.4479,0.0842,0.1481,1.465,0.004,0.087,0.1023,0.1062,26
0.5556,1.3424,-0.0063,0.2709,1.465,0.004,0.087,0.2212,0.12,25
0.6556,1.4503,0.0004,0.045,1.465,0.004,0.087,0.0447,0.1242,31
0.7556,1.4371,0.0315,0.1841,1.465,0.004,0.087,0.1047,0.0924,29
0.8556,1.4272,0.0306,0.0192,1.465,0.004,0.087,0.0821,0.0918,31
0.9556,1.4494,0.0325,0.1502,1.465,0.004,0.087,0.0711,0.1044,31
1.0556,1.4795,0.0196,0.128,1.465,0.004,0.087,0.0462,0.1097,34
1.1556,1.4274,0.0147,0.1838,1.465,0.004,0.087,0.1044,0.1326,29
1.2556,1.361,0.0225,0.2006,1.465,0.004,0.093,0.1508,0.0984,31
1.3556,1.3826,0.0549,0.1533,1.488,-0.001,0.145,0.1196,0.1081,31
1.4556,1.4364,0.0389,0.13,1.523,-0.017,0.1665,0.1094,0.1063,28
1.5556,1.4686,0.0491,0.1533,1.548,-0.035,0.164,0.1161,0.0872,27
1.6556,1.3814,0.0591,0.2564,1.554,-0.049,0.165,0.2232,0.1034,33
1.7556,1.38,0.0562,0.1232,1.538,-0.053,0.164,0.1964,0.0717,33
1.8556,1.3682,0.0521,0.1303,1.5095,-0.049,0.1675,0.1777,0.1031,28
1.9556,1.4754,0.0494,0.1119,1.4795,-0.0425,0.1745,0.1112,0.1306,32
2.0556,1.5413,-0.0013,0.2411,1.455,-0.036,0.188,0.1071,0.0708,29
2.1556,1.5101,0.0566,0.3086,1.44,-0.028,0.207,0.1496,0.0711,29
2.2556,1.4911,0.0563,0.2664,1.431,-0.019,0.233,0.102,0.1018,31
2.3556,1.5715,-0.0222,0.2297,1.427,-0.009,0.269,0.1503,0.0831,31
2.4556,1.5538,0.0047,0.1782,1.427,-0.002,0.307,0.1808,0.0889,23
2.5556,1.487,0.0188,0.4106,1.429,0.002,0.353,0.0834,0.0684,27
2.6556,1.5026,-0.0568,0.2131,1.432,0.007,0.406,0.2151,0.0895,29
2.7556,1.6118,0.0475,0.0448,1.435,0.009,0.465,0.4575,0.145,24
2.8556,1.5066,0.0099,0.2921,1.4375,0.0105,0.521,0.2391,0.0778,24
2.9556,1.3555,0.0134,0.2655,1.4395,0.011,0.589,0.3343,0.0748,28
3.0556,1.358,-0.0004,0.2957,1.442,0.012,0.661,0.3751,0.08,27
3.1556,1.4479,0.0424,0.1485,1.444,0.012,0.7395,0.5918,0.0804,30
3.2556,1.4171,0.042,0.2385,1.446,0.013,0.8285,0.5914,0.0905,32
3.3556,1.3207,0.0081,0.278,1.447,0.014,0.917,0.6514,0.1293,29
3.4556,1.3684,0.033,0.3611,1.448,0.015,1.001,0.6451,0.0655,31
3.5556,1.3505,0.0708,0.3338,1.449,0.014,1.0815,0.7563,0.0883,28
3.6556,1.4133,0.0656,0.4339,1.45,0.013,1.1505,0.7195,0.0656,24
3.7556,1.4082,0.0401,0.4094,1.45,0.013,1.217,0.8091,0.0734,29
3.8556,1.3878,0.0498,0.307,1.45,0.012,1.279,0.9747,0.1134,26
3.9556,1.2893,0.0872,0.857,1.448,0.011,1.335,0.5094,0.1018,28
4.0556,1.4325,0.0748,0.5737,1.447,0.01,1.384,0.813,0.0629,26
4.1556,1.3884,0.0946,0.5262,1.446,0.008,1.428,0.9077,0.0516,27
4.2556,1.3903,0.0582,0.6734,1.445,0.007,1.469,0.7991,0.0554,33
4.3556,1.4175,0.0564,0.7135,1.447,0.007,1.502,0.7906,0.0594,27
4.4556,1.4064,0.0573,0.8428,1.451,0.008,1.5285,0.6889,0.0522,32
4.5556,1.413,0.0345,0.7524,1.453,0.01,1.545,0.794,0.0676,19
4.6556,1.4464,0.0484,0.8783,1.454,0.013,1.558,0.6806,0.0603,32
4.7556,1.4627,0.0039,0.9016,1.455,0.016,1.5685,0.667,0.0442,28
4.8556,1.4264,-0.0441,1.0007,1.456,0.018,1.5745,0.5779,0.0864,26
4.9556,1.435,-0.0227,1.0149,1.457,0.019,1.578,0.5651,0.0691,29
5.0556,1.4822,-0.0124,1.1983,1.458,0.019,1.578,0.3817,0.0724,25
5.1556,1.4233,-0.0031,1.3138,1.459,0.021,1.575,0.2647,0.0496,29
5.2556,1.4229,-0.0028,1.3376,1.46,0.023,1.574,0.2407,0.0785,29
5.3556,1.4396,0.0856,1.3848,1.46,0.024,1.573,0.199,0.1296,31
5.4556,1.439,0.0083,1.4398,1.46,0.024,1.57,0.1328,0.0564,31
5.5556,1.4263,0.0113,1.4993,1.4645,0.024,1.56,0.0728,0.0591,30
5.6556,1.4074,0.0228,1.5786,1.473,0.028,1.543,0.0749,0.0807,29
5.7556,1.4087,0.0254,1.6149,1.4815,0.0395,1.5215,0.1193,0.0588,28
5.8556,1.4477,0.0063,1.5302,1.488,0.06,1.4955,0.0756,0.085,28
5.9556,1.3996,0.0239,1.6661,1.491,0.086,1.47,0.2251,0.0825,19
6.0556,1.4352,0.0495,1.6482,1.49,0.113,1.4475,0.2175,0.0622,26
6.1556,1.399,0.0523,1.6333,1.486,0.15,1.4185,0.2514,0.047,28
6.2556,1.4381,0.0485,1.7271,1.477,0.1885,1.39,0.3671,0.0559,32
6.3556,1.48,0.0566,2.1573,1.467,0.225,1.361,0.814,0.5266,27
6.4556,1.4255,-0.0257,1.8511,1.455,0.26,1.334,0.5915,0.0531,31
6.5556,1.4208,0.0325,1.7351,1.441,0.296,1.306,0.5039,0.0565,31
6.6556,1.4258,0.0688,1.7405,1.425,0.33,1.279,0.5303,0.0675,31
6.7556,1.4182,0.0577,1.8656,1.4075,0.3595,1.2545,0.6817,0.059,26
6.8556,1.4426,0.0609,1.7939,1.3895,0.3875,1.2305,0.6534,0.0599,28
6.9556,1.4155,0.0637,1.8098,1.372,0.417,1.21,0.6975,0.0489,25
7.0556,1.4551,0.049,1.7754,1.353,0.449,1.19,0.7163,0.0575,31
