time_s,est_x,est_y,est_z,gt_x,gt_y,gt_z,error_3d_m,rms_residual,n_meas
0.0534,1.4608,0.0481,0.3114,1.376,0.049,0.084,0.2427,0.0454,44
0.1534,1.4399,0.0499,0.2947,1.376,0.049,0.084,0.2202,0.0854,42
0.2534,1.4545,0.052,0.3116,1.376,0.049,0.084,0.2408,0.0555,47
0.3534,1.4358,0.0529,0.3219,1.376,0.049,0.084,0.2453,0.0855,44
0.4534,1.4356,0.0566,0.2818,1.376,0.049,0.084,0.2067,0.0798,41
0.5534,1.4454,0.0446,0.3593,1.376,0.049,0.084,0.2839,0.0862,44
0.6534,1.4419,0.0465,0.3274,1.376,0.049,0.084,0.2522,0.0963,44
0.7534,1.4548,0.0365,0.3438,1.376,0.049,0.084,0.2718,0.1027,44
0.8534,1.448,0.0546,0.3229,1.376,0.049,0.084,0.2496,0.0528,45
0.9534,1.4637,0.0355,0.3204,1.376,0.049,0.084,0.2525,0.066,45
1.0534,1.4557,0.0608,0.2884,1.376,0.049,0.084,0.2197,0.0489,46
1.1534,1.4383,0.0606,0.3194,1.376,0.049,0.084,0.2438,0.0883,45
1.2534,1.4161,0.0564,0.3006,1.376,0.049,0.084,0.2205,0.077,45
1.3534,1.4656,0.0563,0.3039,1.376,0.049,0.084,0.2375,0.0562,46
1.4534,1.426,0.0358,0.3421,1.376,0.049,0.084,0.2632,0.0748,44
1.5534,1.478,0.0362,0.3483,1.376,0.049,0.084,0.2836,0.0636,45
1.6534,1.432,0.0491,0.2911,1.376,0.049,0.084,0.2146,0.0882,41
1.7534,1.4522,0.0471,0.3277,1.376,0.049,0.084,0.2553,0.0544,45
1.8534,1.4542,0.0603,0.3061,1.376,0.049,0.084,0.2358,0.0446,47
1.9534,1.4389,0.0649,0.3083,1.376,0.049,0.084,0.2335,0.0438,47
2.0534,1.4731,0.0232,0.3401,1.376,0.049,0.084,0.2751,0.0559,45
2.1534,1.451,0.0643,0.2884,1.376,0.049,0.084,0.2183,0.0467,47
2.2534,1.4685,0.0368,0.331,1.376,0.049,0.084,0.2641,0.0612,44
2.3534,1.4465,0.0599,0.2949,1.376,0.049,0.084,0.2226,0.095,46
2.4534,1.4544,0.0452,0.3273,1.398,0.042,0.131,0.2043,0.0826,45
2.5534,1.4598,0.0546,0.3018,1.4545,0.0145,0.157,0.1503,0.0552,46
2.6534,1.403,0.0548,0.2624,1.47,-0.005,0.159,0.137,0.1096,43
2.7534,1.4582,0.0458,0.3246,1.4345,0.0,0.161,0.1715,0.0508,48
2.8534,1.4544,0.0689,0.3164,1.3865,0.021,0.172,0.1666,0.0584,46
2.9534,1.44,0.0442,0.351,1.361,0.046,0.193,0.1766,0.0587,47
3.0534,1.4559,0.052,0.3041,1.351,0.057,0.233,0.1268,0.0565,45
3.1534,1.4545,0.0458,0.3359,1.346,0.054,0.289,0.1185,0.0517,45
3.2534,1.4014,0.0557,0.28,1.346,0.049,0.364,0.1008,0.0989,45
3.3534,1.4555,0.0479,0.297,1.35,0.049,0.4585,0.1929,0.05,46
3.4534,1.43,0.0563,0.3148,1.3565,0.054,0.5715,0.267,0.0827,46
3.5534,1.4455,0.0339,0.3191,1.363,0.058,0.708,0.3983,0.0904,43
3.6534,1.4265,0.0563,0.3042,1.365,0.054,0.831,0.5304,0.0932,45
3.7534,1.4573,0.0446,0.3581,1.366,0.046,0.9545,0.6033,0.0537,44
3.8534,1.452,0.0428,0.3077,1.369,0.041,1.082,0.7787,0.0466,47
3.9534,1.4629,0.0272,0.335,1.372,0.042,1.1995,0.8694,0.0559,46
4.0534,1.4414,0.066,0.3216,1.368,0.049,1.302,0.9833,0.096,45
4.1534,1.4595,0.0603,0.3427,1.363,0.052,1.389,1.0508,0.0482,47
4.2534,1.4541,0.067,0.3052,1.363,0.052,1.4575,1.156,0.0543,44
4.3534,1.4402,0.0457,0.3155,1.363,0.053,1.5055,1.1925,0.089,42
4.4534,1.4557,0.04,0.3439,1.363,0.056,1.5415,1.2013,0.0502,46
4.5534,1.4364,0.0422,0.3468,1.361,0.061,1.563,1.2187,0.0925,45
4.6534,1.4661,0.064,0.3072,1.3565,0.062,1.575,1.2725,0.0514,46
4.7534,1.4859,0.0408,0.329,1.356,0.061,1.577,1.2549,0.06,45
4.8534,1.4523,0.0588,0.3399,1.361,0.058,1.577,1.2404,0.0495,46
4.9534,1.4178,0.0394,0.2966,1.365,0.056,1.574,1.2786,0.1083,44
5.0534,1.477,0.0467,0.3604,1.364,0.051,1.57,1.2148,0.0561,47
5.1534,1.4747,0.0511,0.3627,1.36,0.051,1.565,1.2077,0.0555,44
