time_s,est_x,est_y,est_z,gt_x,gt_y,gt_z,error_3d_m,rms_residual,n_meas
0.0536,1.2818,0.0337,0.1423,1.289,0.064,0.078,0.0715,0.048,48
0.1536,1.2843,0.0329,0.1141,1.289,0.064,0.078,0.0479,0.052,47
0.2536,1.2925,0.0281,0.1234,1.289,0.064,0.078,0.058,0.0497,47
0.3536,1.2822,0.0221,0.1739,1.289,0.064,0.078,0.1049,0.0501,47
0.4536,1.2872,0.037,0.1456,1.289,0.064,0.078,0.0728,0.0594,42
0.5536,1.2853,0.0244,0.1677,1.289,0.063,0.088,0.0887,0.062,45
0.6536,1.2877,0.0239,0.1615,1.325,0.041,0.142,0.0454,0.0586,45
0.7536,1.2861,0.0229,0.1115,1.3695,0.012,0.151,0.0929,0.062,48
0.8536,1.29,0.0307,0.1668,1.3595,0.0075,0.155,0.0742,0.0518,46
0.9536,1.2763,0.031,0.1659,1.3145,0.029,0.161,0.0385,0.0528,48
1.0536,1.2821,0.0289,0.1328,1.275,0.056,0.177,0.0523,0.0588,47
1.1536,1.2919,0.022,0.1275,1.251,0.07,0.208,0.1022,0.0658,44
1.2536,1.2821,0.0479,0.1909,1.241,0.077,0.256,0.0823,0.0557,46
1.3536,1.2448,0.0542,0.1125,1.241,0.08,0.3235,0.2126,0.0584,48
1.4536,1.2855,0.0289,0.1782,1.245,0.0835,0.421,0.2521,0.0464,46
1.5536,1.3372,0.0008,0.2257,1.249,0.087,0.532,0.3302,0.0476,49
1.6536,1.3601,-0.0091,0.2685,1.253,0.088,0.6605,0.4178,0.0596,48
1.7536,1.3695,-0.023,0.2724,1.255,0.088,0.7965,0.5478,0.0671,48
1.8536,1.3754,-0.0222,0.2822,1.256,0.088,0.934,0.6718,0.0553,47
1.9536,1.3677,-0.0175,0.2981,1.258,0.088,1.063,0.7799,0.0522,44
2.0536,1.3522,-0.0055,0.318,1.262,0.084,1.184,0.8753,0.0515,48
2.1536,1.3277,0.002,0.3116,1.261,0.08,1.297,0.9908,0.0611,46
2.2536,1.3005,0.0372,0.2835,1.259,0.078,1.387,1.105,0.0538,47
2.3536,1.242,0.0588,0.1788,1.258,0.074,1.4665,1.2879,0.0515,48
2.4536,1.2042,0.0952,0.1761,1.259,0.073,1.5155,1.3407,0.0512,48
2.5536,1.1987,0.0916,0.1734,1.261,0.075,1.548,1.3761,0.0519,48
2.6536,1.218,0.0627,0.2625,1.261,0.074,1.566,1.3042,0.047,48
2.7536,1.2366,0.0537,0.3448,1.261,0.072,1.575,1.2305,0.0472,48
2.8536,1.2104,0.1022,0.225,1.261,0.072,1.577,1.3532,0.0496,48
2.9536,1.2146,0.07,0.3514,1.259,0.074,1.579,1.2284,0.0519,47
3.0536,1.2137,0.0796,0.3877,1.257,0.074,1.575,1.1881,0.041,47
3.1536,1.24,0.067,0.4018,1.247,0.071,1.5615,1.1597,0.055,48
3.2536,1.2347,0.0622,0.4855,1.229,0.094,1.536,1.051,0.053,49
3.3536,1.2321,0.07,0.5109,1.211,0.1755,1.507,1.0019,0.0501,48
3.4536,1.2312,0.0727,0.585,1.196,0.287,1.476,0.917,0.0533,46
3.5536,1.2462,0.074,0.6596,1.179,0.404,1.448,0.8573,0.0463,47
3.6536,1.2427,0.0703,0.7052,1.1555,0.52,1.42,0.849,0.0501,48
3.7536,1.2525,0.0856,0.7572,1.127,0.625,1.3905,0.8413,0.06,48
3.8536,1.2454,0.0755,0.8487,1.093,0.722,1.362,0.8394,0.0531,47
3.9536,1.2623,0.0818,0.9421,1.057,0.816,1.337,0.8586,0.0439,48
4.0536,1.2463,0.0593,1.0065,1.0145,0.9055,1.3145,0.9298,0.0515,48
4.1536,1.2565,0.0796,1.0391,0.9645,0.987,1.297,0.9875,0.0467,48
4.2536,1.2688,0.08,1.0928,0.9095,1.0575,1.28,1.0581,0.051,48
4.3536,1.2602,0.0693,1.1758,0.846,1.1185,1.2685,1.1318,0.0597,48
4.4536,1.2646,0.0754,1.2464,0.7775,1.168,1.261,1.1964,0.0533,48
4.5536,1.2467,0.0808,1.2715,0.7045,1.2075,1.258,1.2504,0.0538,48
4.6536,1.2576,0.0684,1.3072,0.629,1.235,1.26,1.3261,0.0556,48
4.7536,1.2502,0.083,1.3344,0.549,1.2505,1.2635,1.3637,0.053,48
4.8536,1.2706,0.0552,1.427,0.466,1.252,1.27,1.4506,0.0648,49
4.9536,1.2604,0.068,1.4842,0.381,1.242,1.278,1.4812,0.0489,48
5.0536,1.2667,0.0608,1.5302,0.294,1.2195,1.2895,1.5319,0.0675,48
5.1536,1.267,0.0568,1.5439,0.207,1.1835,1.304,1.5654,0.0579,48
5.2536,1.2751,0.066,1.5944,0.118,1.1405,1.323,1.6022,0.0496,48
5.3536,1.2735,0.0637,1.6277,0.028,1.088,1.345,1.6372,0.0548,47
5.4536,1.2648,0.0503,1.6226,-0.061,1.0295,1.3675,1.6679,0.0463,48
5.5536,1.2755,0.0724,1.6839,-0.1485,0.96,1.3895,1.7036,0.0433,48
5.6536,1.2885,0.0508,1.7301,-0.235,0.881,1.414,1.7636,0.0529,47
5.7536,1.3009,0.0597,1.7436,-0.323,0.7915,1.439,1.807,0.0636,48
5.8536,1.2899,0.06,1.756,-0.41,0.697,1.465,1.8385,0.0574,47
5.9536,1.2884,0.061,1.7726,-0.493,0.594,1.492,1.8805,0.0595,48
6.0536,1.2913,0.0557,1.7625,-0.574,0.4845,1.5175,1.9295,0.0461,46
6.1536,1.2932,0.0591,1.8139,-0.651,0.3725,1.5435,1.9877,0.0573,46
6.2536,1.2853,0.0683,1.814,-0.7265,0.259,1.5655,2.036,0.0495,48
6.3536,1.285,0.0431,1.8049,-0.803,0.143,1.588,2.1016,0.0579,48
6.4536,1.2797,0.0587,1.8357,-0.882,0.026,1.606,2.1742,0.0655,48
6.5536,1.2987,0.0448,1.8473,-0.953,-0.098,1.624,2.2672,0.0613,49
6.6536,1.2917,0.0487,1.8272,-1.013,-0.222,1.644,2.3278,0.0603,48
6.7536,1.2688,0.0587,1.796,-1.0665,-0.3435,1.655,2.3739,0.0531,48
6.8536,1.2884,0.0609,1.8108,-1.114,-0.455,1.663,2.4616,0.052,47
6.9536,1.2787,0.0622,1.8007,-1.1605,-0.563,1.668,2.5216,0.0617,48
7.0536,1.2821,0.0632,1.8144,-1.2,-0.668,1.672,2.5915,0.0531,47
7.1536,1.2844,0.059,1.822,-1.2315,-0.764,1.674,2.6512,0.0598,48
7.2536,1.2762,0.0504,1.7523,-1.2555,-0.856,1.67,2.6903,0.0502,48
7.3536,1.2662,0.0556,1.7754,-1.277,-0.9375,1.665,2.7324,0.062,48
7.4536,1.26,0.068,1.7543,-1.294,-1.01,1.655,2.7739,0.0604,47
7.5536,1.2513,0.0698,1.7511,-1.303,-1.076,1.641,2.8016,0.0568,48
7.6536,1.2519,0.091,1.7363,-1.302,-1.1335,1.627,2.8344,0.0553,48
7.7536,1.2336,0.1264,1.6969,-1.295,-1.1795,1.61,2.8473,0.0551,48
7.8536,1.2409,0.1571,1.6569,-1.284,-1.209,1.59,2.8715,0.0605,48
7.9536,1.236,0.2011,1.6542,-1.265,-1.2315,1.567,2.8835,0.05,48
8.0536,1.2205,0.2684,1.6454,-1.237,-1.247,1.542,2.889,0.0515,49
8.1536,1.2291,0.3206,1.645,-1.207,-1.247,1.5135,2.8998,0.062,48
8.2536,1.2067,0.3764,1.6496,-1.173,-1.231,1.485,2.8764,0.0598,47
8.3536,1.2039,0.4249,1.6271,-1.131,-1.2095,1.4555,2.8552,0.0525,48
8.4536,1.1805,0.4634,1.6165,-1.083,-1.177,1.424,2.8021,0.068,47
8.5536,1.1745,0.523,1.6079,-1.032,-1.1275,1.3935,2.7638,0.0664,48
8.6536,1.1584,0.5681,1.5991,-0.9775,-1.0675,1.363,2.7005,0.0568,48
8.7536,1.1655,0.6075,1.5755,-0.915,-1.001,1.332,2.641,0.0548,47
8.8536,1.1303,0.6424,1.5565,-0.844,-0.922,1.305,2.5315,0.0548,49
8.9536,1.1093,0.6762,1.5575,-0.772,-0.839,1.277,2.4318,0.0525,47
9.0536,1.1104,0.731,1.5184,-0.7,-0.753,1.252,2.356,0.0526,48
9.1536,1.0889,0.7876,1.5376,-0.625,-0.6525,1.227,2.26,0.0602,48
9.2536,1.0708,0.8128,1.5034,-0.543,-0.5455,1.2055,2.1303,0.0595,48
9.3536,1.0472,0.8484,1.5067,-0.458,-0.4355,1.1845,2.0045,0.0463,48
9.4536,1.0265,0.8894,1.5236,-0.372,-0.323,1.168,1.8847,0.0455,47
9.5536,1.0126,0.9575,1.5299,-0.283,-0.202,1.153,1.7791,0.0455,48
9.6536,1.0016,0.9702,1.533,-0.194,-0.08,1.142,1.6386,0.0605,49
9.7536,0.9627,1.0124,1.5311,-0.106,0.0355,1.136,1.5008,0.0619,48
9.8536,0.9462,1.027,1.4811,-0.0175,0.152,1.132,1.3476,0.0616,48
9.9536,0.8924,1.0495,1.4731,0.074,0.27,1.133,1.1803,0.0638,48
10.0536,0.8837,1.07,1.486,0.17,0.3915,1.137,1.0448,0.06,48
10.1536,0.8671,1.0976,1.4736,0.258,0.505,1.144,0.9115,0.0587,48
10.2536,0.8519,1.1136,1.4733,0.346,0.61,1.155,0.7816,0.0674,48
10.3536,0.8079,1.1551,1.4431,0.433,0.7125,1.1675,0.6422,0.0573,48
10.4536,0.7733,1.1506,1.4502,0.5165,0.805,1.181,0.5078,0.0541,48
10.5536,0.7307,1.1876,1.4424,0.597,0.894,1.199,0.4041,0.0488,48
10.6536,0.7187,1.2111,1.4803,0.6765,0.9755,1.218,0.3551,0.065,48
10.7536,0.6826,1.2243,1.4747,0.749,1.0425,1.2395,0.3045,0.052,48
10.8536,0.6492,1.2319,1.445,0.817,1.104,1.2635,0.2783,0.0545,48
10.9536,0.6247,1.2474,1.4509,0.879,1.158,1.291,0.3134,0.0585,48
11.0536,0.5943,1.2643,1.4929,0.939,1.197,1.318,0.3923,0.0587,47
11.1536,0.5565,1.2577,1.4798,0.996,1.225,1.348,0.46,0.0563,47
