time_s,est_x,est_y,est_z,gt_x,gt_y,gt_z,error_3d_m,rms_residual,n_meas
0.0557,1.286,0.0377,0.0726,1.285,0.072,0.077,0.0346,0.054,30
0.1557,1.3453,0.0271,0.1025,1.285,0.072,0.077,0.0794,0.046,23
0.2557,1.1979,-0.0235,0.1055,1.285,0.072,0.077,0.1324,0.1327,28
0.3557,1.2933,0.0163,0.1699,1.285,0.072,0.077,0.1087,0.0442,28
0.4557,1.3072,0.0559,0.2413,1.285,0.072,0.077,0.1666,0.0458,28
0.5557,1.3094,0.0402,0.0735,1.285,0.072,0.077,0.0403,0.0586,31
0.6557,1.2627,-0.0285,-0.0565,1.285,0.072,0.077,0.1686,0.2533,29
0.7557,1.2402,-0.0051,0.0026,1.285,0.072,0.077,0.1161,0.1402,26
0.8557,1.3023,0.0022,-0.1105,1.29,0.07,0.095,0.2167,0.0572,25
0.9557,1.2819,0.0509,0.1318,1.339,0.0545,0.1475,0.0593,0.0551,32
1.0557,1.9418,-1.249,-2.5952,1.404,0.0335,0.1885,3.1118,1.4433,24
1.1557,1.2893,0.0267,0.4645,1.4505,0.015,0.208,0.3032,0.0647,30
1.2557,1.2855,0.069,0.1776,1.46,0.008,0.202,0.1865,0.0859,25
1.3557,1.3699,0.0167,0.2233,1.435,0.013,0.18,0.0783,0.0559,35
1.4557,1.3727,0.0418,0.1093,1.389,0.029,0.175,0.0689,0.0461,29
1.5557,1.5445,0.164,0.102,1.3495,0.0455,0.171,0.2384,0.2002,28
1.6557,1.3933,0.2476,0.3013,1.323,0.057,0.176,0.2387,0.4548,25
1.7557,1.3991,-0.0049,0.2704,1.311,0.0645,0.186,0.1404,0.06,26
1.8557,1.4165,0.0046,0.1566,1.307,0.067,0.2045,0.1349,0.0595,24
1.9557,1.4531,0.079,0.1398,1.308,0.071,0.2315,0.1718,0.1508,32
2.0557,1.36,0.0267,0.2369,1.309,0.0785,0.2705,0.08,0.06,30
2.1557,1.3286,0.0634,0.2147,1.308,0.089,0.313,0.1037,0.0505,25
