time_s,est_x,est_y,est_z,gt_x,gt_y,gt_z,error_3d_m,rms_residual,n_meas
0.0574,1.3301,0.0148,0.1252,1.293,0.07,0.078,0.0816,0.0659,27
0.1574,1.3002,-0.0205,-0.0377,1.293,0.07,0.078,0.1471,0.0646,23
0.2574,1.2982,-0.0174,-0.042,1.293,0.07,0.078,0.1486,0.0637,27
0.3574,1.273,0.0206,0.1089,1.293,0.07,0.078,0.0616,0.066,28
0.4574,1.3381,0.0712,0.1459,1.293,0.07,0.078,0.0815,0.1014,30
0.5574,1.2727,0.0121,0.1427,1.293,0.07,0.078,0.0892,0.0647,26
0.6574,1.3192,0.0217,0.0886,1.293,0.07,0.078,0.056,0.0832,32
0.7574,1.3094,0.0369,0.1808,1.293,0.07,0.078,0.1092,0.0718,31
0.8574,1.3401,0.0132,0.0067,1.293,0.07,0.078,0.1026,0.0708,27
0.9574,1.2579,0.0434,0.157,1.293,0.07,0.078,0.0905,0.0572,28
1.0574,0.8005,-0.4321,0.3587,1.293,0.07,0.078,0.7573,1.1548,22
1.1574,1.2995,0.0203,0.0904,1.293,0.07,0.078,0.0516,0.0675,25
1.2574,1.318,0.0224,0.0412,1.2965,0.068,0.108,0.0837,0.0705,24
1.3574,1.294,0.0447,0.1531,1.324,0.053,0.15,0.0313,0.0702,33
1.4574,1.2947,0.018,0.084,1.359,0.027,0.156,0.097,0.0691,33
1.5574,1.2845,-0.0231,0.1086,1.37,0.01,0.156,0.1033,0.1127,25
1.6574,1.2503,0.0543,0.1332,1.361,0.005,0.156,0.1233,0.086,27
1.7574,1.3488,0.3117,0.8268,1.336,0.009,0.156,0.736,0.5966,27
1.8574,1.3533,-0.0021,0.3051,1.3035,0.018,0.1595,0.1552,0.0687,28
1.9574,1.3922,0.0056,0.2617,1.271,0.031,0.167,0.1559,0.0526,33
2.0574,1.4243,-0.0079,0.2586,1.2455,0.044,0.1815,0.2015,0.0506,28
2.1574,1.3744,-0.0432,0.422,1.233,0.054,0.202,0.279,0.0493,27
2.2574,1.3922,0.0145,0.3449,1.229,0.064,0.226,0.2079,0.1451,29
2.3574,1.3287,0.0133,0.2056,1.23,0.073,0.2575,0.1265,0.074,26
2.4574,0.8663,0.0401,0.0436,1.234,0.082,0.2985,0.4493,1.1442,32
