time_s,est_x,est_y,est_z,gt_x,gt_y,gt_z,error_3d_m,rms_residual,n_meas
0.0523,1.3183,0.156,0.2334,1.304,0.041,0.084,0.1891,0.1939,32
0.1523,1.5609,0.3677,-0.1679,1.304,0.041,0.084,0.486,0.4339,20
0.2523,1.4309,0.067,0.2398,1.304,0.041,0.084,0.2026,0.0432,21
0.3523,1.4406,0.046,0.347,1.304,0.041,0.084,0.2964,0.0525,22
0.4523,1.3585,-0.0046,0.3814,1.304,0.041,0.084,0.3058,0.1315,23
0.5523,1.3785,0.1105,0.2906,1.304,0.041,0.084,0.2304,0.1572,22
0.6523,1.349,0.1619,0.432,1.304,0.041,0.084,0.3712,0.2581,23
0.7523,1.2674,0.1622,0.2092,1.304,0.041,0.084,0.1781,0.2191,29
0.8523,1.3452,0.1325,0.1864,1.304,0.041,0.084,0.1433,0.114,25
0.9523,1.4558,0.0315,0.1037,1.304,0.041,0.084,0.1534,0.0687,22
1.0523,1.3304,0.1359,0.3655,1.304,0.041,0.084,0.2983,0.1741,20
1.1523,1.1613,0.1959,0.3087,1.304,0.041,0.084,0.3079,0.2005,26
1.2523,1.3786,0.0703,0.1219,1.304,0.041,0.084,0.0887,0.0504,31
1.3523,1.3666,0.0187,0.2331,1.304,0.041,0.084,0.1632,0.0856,22
1.4523,1.4141,0.0096,0.3597,1.304,0.041,0.084,0.2985,0.1266,24
1.5523,1.344,0.0702,0.2932,1.304,0.041,0.084,0.215,0.1376,23
1.6523,1.4165,0.004,0.2468,1.304,0.041,0.091,0.1957,0.0603,25
1.7523,1.3782,0.0534,0.3269,1.3185,0.038,0.133,0.2034,0.0619,22
1.8523,1.408,-0.0169,0.0275,1.3425,0.0275,0.161,0.1552,0.1213,24
1.9523,1.0166,0.1452,0.3686,1.363,0.014,0.167,0.4217,0.3177,17
2.0523,1.3301,0.0478,0.1601,1.3775,0.0005,0.164,0.0671,0.0954,24
2.1523,1.4592,0.0503,0.2497,1.381,-0.0105,0.165,0.1303,0.1194,28
2.2523,1.4294,0.0541,0.3099,1.37,-0.017,0.164,0.1728,0.0582,23
2.3523,1.4589,0.0255,0.1486,1.352,-0.015,0.165,0.1155,0.0995,23
2.4523,1.4081,0.028,0.4395,1.327,-0.009,0.168,0.2858,0.0865,29
2.5523,1.4898,0.002,0.3562,1.3045,0.0,0.1765,0.2581,0.0883,28
2.6523,1.5081,0.0497,0.2855,1.288,0.009,0.189,0.2438,0.1251,25
2.7523,1.4127,0.0177,0.3679,1.278,0.018,0.2065,0.2102,0.0615,26
2.8523,1.4447,0.081,0.4222,1.273,0.026,0.225,0.2672,0.0502,21
2.9523,1.3316,0.0375,0.341,1.271,0.033,0.248,0.1111,0.0718,23
