time_s,est_x,est_y,est_z,gt_x,gt_y,gt_z,error_3d_m,rms_residual,n_meas
0.0534,1.3509,0.0842,0.1087,1.398,0.009,0.087,0.0913,0.0782,45
0.1534,1.367,0.0664,0.1118,1.398,0.009,0.087,0.0698,0.0833,46
0.2534,1.3524,0.0919,0.0857,1.398,0.009,0.087,0.0946,0.0805,47
0.3534,1.3493,0.0893,0.0518,1.398,0.009,0.087,0.1003,0.0824,46
0.4534,1.3596,0.0699,0.1146,1.398,0.009,0.087,0.0771,0.0722,48
0.5534,1.3509,0.0856,0.0456,1.398,0.009,0.087,0.099,0.0781,47
0.6534,1.3547,0.0566,0.085,1.398,0.008,0.087,0.0651,0.0939,41
0.7534,1.3621,0.0739,0.0477,1.398,0.008,0.087,0.0847,0.0959,46
0.8534,1.365,0.0774,0.0892,1.398,0.009,0.087,0.076,0.0695,48
0.9534,1.36,0.0729,0.0981,1.399,0.009,0.093,0.075,0.0662,47
1.0534,1.3556,0.077,0.1136,1.457,-0.01,0.148,0.138,0.0705,47
1.1534,1.3725,0.0745,0.0896,1.504,-0.041,0.159,0.1883,0.0841,46
1.2534,1.3681,0.0749,0.1065,1.491,-0.045,0.162,0.1804,0.0796,47
1.3534,1.3657,0.0894,0.1361,1.4495,-0.024,0.1695,0.1449,0.0857,46
1.4534,1.3541,0.0679,0.1288,1.403,-0.005,0.185,0.1042,0.0842,45
1.5534,1.3418,0.0625,0.1173,1.3695,0.003,0.2145,0.1172,0.0884,46
1.6534,1.3628,0.075,0.0738,1.357,0.009,0.2625,0.2,0.0778,46
1.7534,1.3549,0.0628,0.0717,1.359,0.013,0.33,0.2631,0.0861,47
1.8534,1.3307,0.0764,0.0793,1.364,0.018,0.414,0.3414,0.0806,43
1.9534,1.3547,0.0527,0.0873,1.365,0.022,0.514,0.428,0.0781,47
2.0534,1.3412,0.0869,0.0894,1.363,0.021,0.634,0.549,0.0871,45
2.1534,1.3421,0.0387,0.1089,1.362,0.017,0.759,0.6507,0.1228,46
2.2534,1.3401,0.0104,0.1568,1.365,0.012,0.889,0.7327,0.1467,45
2.3534,1.4159,0.0648,0.0943,1.369,0.008,1.02,0.9287,0.0914,47
2.4534,1.4577,0.0406,0.2246,1.371,0.008,1.142,0.9221,0.0681,46
2.5534,1.5039,0.0074,0.2082,1.372,0.009,1.253,1.0531,0.0664,48
2.6534,1.5221,0.006,0.2887,1.372,0.011,1.351,1.0728,0.0623,47
2.7534,1.5241,0.009,0.2701,1.374,0.014,1.43,1.1696,0.0609,48
2.8534,1.4988,0.0026,0.2776,1.376,0.02,1.4895,1.2183,0.0651,46
2.9534,1.4764,0.0067,0.2801,1.376,0.023,1.5315,1.2556,0.0728,48
3.0534,1.4874,0.0191,0.2641,1.374,0.022,1.557,1.2979,0.0779,46
3.1534,1.3979,0.0047,0.2835,1.374,0.021,1.57,1.2869,0.0887,49
3.2534,1.3624,0.0075,0.1808,1.376,0.015,1.575,1.3943,0.101,46
3.3534,1.3276,0.039,0.1856,1.377,0.006,1.576,1.3917,0.1007,47
3.4534,1.3129,0.071,0.1616,1.3815,-0.001,1.574,1.4159,0.0963,48
3.5534,1.3553,0.0943,0.2543,1.3875,-0.005,1.57,1.3198,0.0714,46
3.6534,1.315,0.0557,0.2584,1.391,-0.007,1.567,1.3123,0.0827,47
3.7534,1.3119,0.0563,0.2149,1.391,-0.004,1.562,1.3507,0.0831,46
3.8534,1.3316,0.0889,0.2712,1.392,-0.004,1.558,1.2915,0.0666,48
3.9534,1.3201,0.0559,0.3431,1.394,-0.003,1.556,1.2166,0.081,47
