time_s,est_x,est_y,est_z,gt_x,gt_y,gt_z,error_3d_m,rms_residual,n_meas
0.0524,1.4256,0.0642,0.244,1.37,0.052,0.085,0.1689,0.0917,45
0.1524,1.4378,0.0549,0.2699,1.37,0.051,0.085,0.197,0.0541,45
0.2524,1.4534,0.0437,0.2744,1.37,0.052,0.085,0.2071,0.0587,48
0.3524,1.424,0.0412,0.3223,1.37,0.052,0.085,0.2436,0.0574,44
0.4524,1.4326,0.0487,0.3345,1.37,0.052,0.085,0.2573,0.0938,45
0.5524,1.4468,0.0413,0.2994,1.37,0.051,0.085,0.228,0.0491,48
0.6524,1.4465,0.0526,0.2689,1.37,0.051,0.0845,0.1997,0.0448,46
0.7524,1.445,0.0476,0.2858,1.37,0.051,0.085,0.2144,0.0479,48
0.8524,1.4611,0.0286,0.3138,1.37,0.051,0.085,0.2473,0.0596,44
0.9524,1.4544,0.0494,0.3049,1.37,0.051,0.085,0.2356,0.0533,44
1.0524,1.4462,0.0511,0.2873,1.37,0.051,0.085,0.2162,0.0533,46
1.1524,1.4378,0.0477,0.2972,1.37,0.051,0.085,0.2228,0.0529,43
1.2524,1.3936,0.05,0.314,1.37,0.051,0.085,0.2302,0.0907,43
1.3524,1.4511,0.0757,0.2818,1.37,0.051,0.085,0.2143,0.0582,46
1.4524,1.4307,0.0633,0.2842,1.37,0.051,0.085,0.2086,0.0637,45
1.5524,1.4168,0.0819,0.2046,1.37,0.051,0.085,0.132,0.0823,44
1.6524,1.4566,0.0566,0.2899,1.37,0.051,0.085,0.2225,0.0467,46
1.7524,1.4506,0.0691,0.2782,1.37,0.052,0.085,0.21,0.0489,45
1.8524,1.4414,0.0617,0.2823,1.37,0.051,0.085,0.2101,0.0542,44
1.9524,1.4414,0.0523,0.3155,1.37,0.051,0.085,0.2413,0.0604,46
2.0524,1.4427,0.0343,0.3176,1.37,0.051,0.085,0.2442,0.0589,48
2.1524,1.4594,0.0378,0.3162,1.37,0.051,0.084,0.2492,0.0591,45
2.2524,1.4478,0.0554,0.2923,1.37,0.051,0.085,0.2215,0.0588,46
2.3524,1.4309,0.0661,0.3126,1.37,0.051,0.085,0.2361,0.0552,45
2.4524,1.454,0.0527,0.27,1.37,0.051,0.085,0.2032,0.0573,47
2.5524,1.4354,0.0736,0.2686,1.37,0.051,0.085,0.1962,0.0501,47
2.6524,1.4396,0.0621,0.286,1.37,0.051,0.085,0.213,0.0571,46
2.7524,1.4147,0.0472,0.303,1.37,0.051,0.085,0.2226,0.0839,46
2.8524,1.4497,0.0486,0.3066,1.37,0.051,0.085,0.2355,0.0591,48
2.9524,1.4573,0.0436,0.3199,1.37,0.051,0.085,0.2507,0.0573,44
3.0524,1.442,0.0565,0.3132,1.37,0.051,0.084,0.2404,0.0571,45
3.1524,1.4114,0.0726,0.2801,1.37,0.051,0.084,0.2016,0.0883,43
3.2524,1.4624,0.0574,0.3016,1.37,0.051,0.085,0.2356,0.0592,43
3.3524,1.4219,0.0615,0.2812,1.37,0.051,0.085,0.2032,0.0868,43
3.4524,1.4455,0.0437,0.3127,1.37,0.051,0.085,0.24,0.0666,46
3.5524,1.4445,0.0661,0.2837,1.37,0.051,0.085,0.2127,0.0648,43
3.6524,1.4577,0.0609,0.3022,1.37,0.051,0.085,0.2344,0.067,47
3.7524,1.4335,0.0707,0.2894,1.37,0.051,0.085,0.215,0.055,48
3.8524,1.4331,0.0386,0.2948,1.37,0.051,0.085,0.2194,0.0929,46
3.9524,1.3899,0.1172,0.201,1.37,0.051,0.085,0.135,0.1122,45
4.0524,1.4339,0.0607,0.2733,1.37,0.051,0.085,0.1991,0.0487,48
4.1524,1.4394,0.0484,0.2685,1.373,0.051,0.105,0.1765,0.0546,45
4.2524,1.4439,0.03,0.2676,1.4235,0.029,0.161,0.1086,0.059,44
4.3524,1.4404,0.0733,0.2575,1.4645,-0.003,0.162,0.1246,0.0475,44
4.4524,1.4422,0.0682,0.2647,1.455,-0.016,0.16,0.1349,0.0575,43
4.5524,1.4409,0.0508,0.2959,1.4105,-0.005,0.1635,0.1469,0.0567,46
4.6524,1.4497,0.0534,0.2957,1.367,0.019,0.179,0.1472,0.0503,47
4.7524,1.4501,0.0555,0.2918,1.344,0.038,0.211,0.1345,0.0533,47
4.8524,1.4454,0.055,0.2736,1.338,0.052,0.26,0.1082,0.0563,47
4.9524,1.4484,0.0576,0.2928,1.337,0.065,0.329,0.1174,0.0586,46
5.0524,1.4234,0.0474,0.2602,1.34,0.072,0.413,0.1759,0.0856,44
5.1524,1.433,0.0312,0.3463,1.3435,0.075,0.515,0.1959,0.0523,44
5.2524,1.4465,0.0442,0.3065,1.345,0.077,0.633,0.3435,0.0556,45
5.3524,1.4539,0.0434,0.3295,1.343,0.078,0.7595,0.4454,0.0554,48
5.4524,1.4677,0.0594,0.3248,1.343,0.08,0.893,0.5821,0.0748,47
5.5524,1.41,0.055,0.2535,1.343,0.082,1.022,0.7719,0.0753,45
5.6524,1.442,0.0545,0.2733,1.343,0.082,1.143,0.8758,0.0577,47
5.7524,1.4584,0.0588,0.2861,1.342,0.081,1.255,0.9761,0.0602,47
5.8524,1.4407,0.0539,0.2965,1.341,0.081,1.35,1.0586,0.0477,46
5.9524,1.4692,0.0663,0.3284,1.344,0.082,1.425,1.1038,0.0579,44
6.0524,1.4346,0.0617,0.2669,1.353,0.083,1.482,1.218,0.0466,47
6.1524,1.4526,0.048,0.3184,1.358,0.081,1.5255,1.2112,0.0644,46
6.2524,1.442,0.0555,0.2825,1.354,0.075,1.552,1.2727,0.0516,46
6.3524,1.4287,0.067,0.253,1.352,0.069,1.567,1.3162,0.056,46
6.4524,1.4589,0.06,0.2926,1.353,0.065,1.574,1.2858,0.0649,42
6.5524,1.4716,0.0452,0.2962,1.353,0.061,1.575,1.2843,0.0601,45
6.6524,1.4438,0.0512,0.3069,1.35,0.055,1.574,1.2705,0.0566,46
