time_s,est_x,est_y,est_z,gt_x,gt_y,gt_z,error_3d_m,rms_residual,n_meas
0.0526,1.3518,0.2341,0.6883,1.378,0.043,0.084,0.6343,0.3544,22
0.1526,1.4487,0.0513,0.2597,1.378,0.043,0.084,0.1895,0.0385,20
0.2526,1.4644,0.0347,0.2124,1.378,0.043,0.084,0.1549,0.0694,23
0.3526,1.4647,0.0524,0.3999,1.378,0.043,0.084,0.3277,0.0507,26
0.4526,1.4494,-0.0555,0.4158,1.378,0.043,0.084,0.3534,0.2108,20
0.5526,1.4483,0.0356,0.1437,1.378,0.043,0.084,0.0926,0.0538,24
0.6526,1.4728,0.1013,0.1059,1.378,0.043,0.084,0.1134,0.0779,23
0.7526,1.4429,0.0935,0.1902,1.378,0.043,0.084,0.1343,0.097,26
0.8526,1.4682,0.0738,0.2294,1.378,0.043,0.084,0.1739,0.0713,21
0.9526,1.4534,0.0604,0.2575,1.378,0.043,0.084,0.19,0.0583,33
1.0526,1.4483,0.0366,0.2446,1.378,0.043,0.084,0.1754,0.0436,31
1.1526,1.4716,0.0593,0.242,1.378,0.043,0.084,0.1843,0.066,22
1.2526,1.4612,0.0387,0.371,1.378,0.043,0.084,0.2989,0.0619,28
1.3526,1.4668,0.0295,0.2628,1.378,0.043,0.084,0.2001,0.0382,23
1.4526,1.4788,0.0862,0.373,1.378,0.043,0.084,0.3092,0.0913,27
1.5526,1.4089,0.0074,0.2927,1.378,0.043,0.084,0.214,0.0825,24
1.6526,1.4481,0.0442,0.2938,1.378,0.043,0.084,0.2212,0.0753,28
1.7526,1.4676,0.0197,0.3586,1.378,0.043,0.084,0.2898,0.0937,21
1.8526,1.4783,0.0575,0.2973,1.378,0.043,0.084,0.2362,0.0629,32
1.9526,1.4795,0.0584,0.3543,1.378,0.042,0.09,0.2836,0.073,25
2.0526,1.4408,0.0925,0.3253,1.3985,0.031,0.1265,0.2124,0.0567,28
2.1526,1.4561,0.0424,0.1312,1.428,0.013,0.144,0.0427,0.0859,19
2.2526,1.45,0.0666,0.3581,1.453,-0.003,0.15,0.2194,0.0491,21
2.3526,1.4246,0.1028,0.1803,1.4705,-0.0195,0.1555,0.133,0.1313,30
2.4526,1.4221,0.0674,0.3142,1.469,-0.026,0.156,0.1896,0.0977,21
2.5526,1.4184,0.1538,0.2631,1.454,-0.022,0.158,0.2079,0.066,23
2.6526,1.4439,0.0709,0.3053,1.431,-0.01,0.16,0.1668,0.0551,23
2.7526,1.5624,-0.0276,0.3367,1.407,0.005,0.167,0.2324,0.0584,23
2.8526,1.554,0.0244,0.2146,1.382,0.021,0.175,0.1766,0.063,27
2.9526,1.5534,0.0096,0.3292,1.362,0.035,0.187,0.2398,0.1009,27
3.0526,1.5449,0.002,0.2779,1.351,0.043,0.2045,0.2113,0.0485,24
3.1526,1.5581,0.009,0.2496,1.345,0.046,0.2225,0.218,0.0527,22
3.2526,1.4935,0.0226,0.0862,1.343,0.047,0.2415,0.2176,0.1134,16
3.3526,1.4759,0.033,0.3311,1.343,0.048,0.27,0.147,0.0738,31
3.4526,1.378,0.0829,0.1949,1.345,0.05,0.313,0.1269,0.0825,27
3.5526,1.3649,0.0598,0.2653,1.348,0.052,0.36,0.0965,0.1354,27
3.6526,1.3854,0.0477,0.3315,1.35,0.055,0.405,0.0819,0.0638,18
3.7526,1.1408,0.1077,0.725,1.3525,0.057,0.4465,0.3535,0.2204,20
3.8526,1.3778,0.0777,0.453,1.3545,0.058,0.499,0.0552,0.0468,26
3.9526,1.4098,0.131,0.3107,1.356,0.058,0.5625,0.2677,0.1804,22
4.0526,1.3035,0.0724,0.2229,1.357,0.058,0.6125,0.3935,0.1032,18
4.1526,1.4137,0.097,0.4625,1.358,0.057,0.675,0.2233,0.1026,25
4.2526,1.3401,0.0974,0.3028,1.362,0.054,0.75,0.4498,0.0954,29
4.3526,1.4654,0.0905,0.4871,1.365,0.051,0.82,0.3499,0.0535,22
4.4526,1.4042,0.0803,0.4499,1.367,0.047,0.8915,0.4444,0.0981,28
4.5526,1.3986,0.0375,0.5896,1.3705,0.043,0.9595,0.371,0.0544,16
