time_s,est_x,est_y,est_z,gt_x,gt_y,gt_z,error_3d_m,rms_residual,n_meas
0.0534,1.4574,0.0952,0.0515,1.493,0.031,0.087,0.0815,0.0944,49
0.1534,1.4599,0.0778,0.0776,1.493,0.031,0.087,0.0581,0.0894,45
0.2534,1.4609,0.0975,0.0849,1.493,0.031,0.087,0.0739,0.0906,45
0.3534,1.4652,0.0976,0.0862,1.493,0.031,0.087,0.0721,0.0816,47
0.4534,1.4611,0.0826,0.0388,1.493,0.031,0.087,0.0775,0.0748,47
0.5534,1.4613,0.1024,0.0814,1.493,0.031,0.087,0.0783,0.0775,47
0.6534,1.4591,0.0977,0.1366,1.493,0.031,0.087,0.0898,0.0783,45
0.7534,1.4532,0.0808,0.0873,1.493,0.032,0.087,0.063,0.0829,48
0.8534,1.4811,0.0882,0.129,1.493,0.031,0.087,0.072,0.0841,46
0.9534,1.4664,0.0863,0.093,1.493,0.031,0.087,0.0616,0.0824,46
1.0534,1.4841,0.0952,0.1084,1.493,0.031,0.087,0.0683,0.081,47
1.1534,1.4618,0.0892,0.0921,1.493,0.031,0.087,0.0663,0.0911,46
1.2534,1.4641,0.0813,0.0996,1.493,0.031,0.087,0.0594,0.0955,44
1.3534,1.4659,0.0782,0.1129,1.493,0.031,0.087,0.0603,0.0838,47
1.4534,1.4782,0.0868,0.0588,1.493,0.031,0.087,0.0643,0.0863,47
1.5534,1.4617,0.0902,0.0731,1.493,0.031,0.087,0.0683,0.0936,47
1.6534,1.4534,0.1013,0.1033,1.493,0.031,0.087,0.0823,0.0874,46
1.7534,1.4753,0.1001,0.0702,1.493,0.031,0.087,0.0732,0.0787,46
1.8534,1.4534,0.0707,0.0457,1.493,0.031,0.087,0.0696,0.0891,47
1.9534,1.4431,0.072,0.0864,1.493,0.031,0.087,0.0646,0.0811,45
2.0534,1.4612,0.1024,0.1189,1.493,0.031,0.087,0.0844,0.0873,46
2.1534,1.4599,0.08,0.0555,1.493,0.031,0.087,0.067,0.0849,46
2.2534,1.4485,0.0875,0.0889,1.493,0.031,0.087,0.072,0.0764,47
2.3534,1.4806,0.0929,0.0713,1.493,0.031,0.087,0.0651,0.0775,48
2.4534,1.459,0.0938,0.0641,1.493,0.031,0.087,0.075,0.0727,48
2.5534,1.4586,0.0876,0.0836,1.493,0.031,0.087,0.0663,0.0904,47
2.6534,1.451,0.0881,0.1037,1.493,0.031,0.087,0.0728,0.0857,46
2.7534,1.4842,0.0922,0.0635,1.493,0.031,0.087,0.0662,0.0837,47
2.8534,1.4692,0.0827,0.0519,1.493,0.031,0.087,0.0669,0.0856,47
2.9534,1.4585,0.1115,0.0938,1.493,0.031,0.087,0.0879,0.0804,47
3.0534,1.4725,0.0823,0.0894,1.493,0.031,0.087,0.0553,0.084,46
3.1534,1.455,0.0875,0.101,1.493,0.031,0.087,0.0695,0.089,45
3.2534,1.4635,0.0964,0.1099,1.493,0.031,0.087,0.0753,0.0825,47
3.3534,1.4684,0.0946,0.1126,1.493,0.031,0.087,0.0729,0.0877,47
3.4534,1.4522,0.0867,0.1248,1.493,0.031,0.087,0.0787,0.0768,48
3.5534,1.4565,0.0712,0.0849,1.494,0.031,0.1,0.057,0.0874,45
3.6534,1.4688,0.0939,0.0935,1.5405,0.0095,0.16,0.1292,0.088,46
3.7534,1.4596,0.0782,0.0669,1.584,-0.0225,0.164,0.1871,0.0916,44
3.8534,1.4723,0.1008,0.0817,1.58,-0.036,0.165,0.193,0.0832,47
3.9534,1.4667,0.0992,0.0817,1.5345,-0.024,0.171,0.1666,0.0725,46
4.0534,1.4533,0.0804,0.103,1.491,-0.006,0.187,0.1263,0.08,47
4.1534,1.458,0.0872,0.1107,1.467,0.0095,0.2155,0.1308,0.0739,46
4.2534,1.4599,0.0757,0.0529,1.46,0.026,0.2645,0.2174,0.0881,48
4.3534,1.4643,0.0951,0.0785,1.458,0.0415,0.335,0.2621,0.089,46
4.4534,1.4792,0.0879,0.1071,1.456,0.05,0.429,0.325,0.08,48
4.5534,1.4724,0.0876,0.1112,1.459,0.052,0.54,0.4305,0.0921,47
4.6534,1.474,0.0868,0.0818,1.465,0.052,0.6665,0.5859,0.0814,48
4.7534,1.4527,0.0855,0.0864,1.471,0.056,0.795,0.7094,0.0808,47
4.8534,1.468,0.0895,0.0855,1.475,0.056,0.927,0.8422,0.0818,47
4.9534,1.4795,0.0893,0.0686,1.477,0.056,1.058,0.99,0.0768,47
5.0534,1.4695,0.0914,0.1203,1.476,0.058,1.179,1.0593,0.0817,45
5.1534,1.4505,0.0975,0.0807,1.473,0.061,1.286,1.2061,0.0859,45
5.2534,1.4527,0.077,0.0845,1.472,0.061,1.378,1.2937,0.083,47
5.3534,1.4593,0.0927,0.0931,1.476,0.061,1.4535,1.3609,0.0787,48
5.4534,1.4705,0.0965,0.0828,1.479,0.06,1.5065,1.4242,0.0891,44
5.5534,1.4615,0.0787,0.0715,1.481,0.052,1.543,1.4719,0.083,46
5.6534,1.474,0.0734,0.1037,1.48,0.0425,1.566,1.4626,0.09,48
5.7534,1.4547,0.0703,0.1401,1.479,0.041,1.576,1.4364,0.0891,46
5.8534,1.4702,0.0912,0.0513,1.479,0.048,1.579,1.5284,0.0695,47
5.9534,1.4632,0.0919,0.0866,1.479,0.054,1.579,1.4929,0.0869,48
